ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,PubMedIDs
Tretinoin,D014212,302-79-4,Jaw Abnormalities,MESH:D007569,marker/mechanism,15992940|17551590
Tretinoin,D014212,302-79-4,"Keratosis, Actinic",MESH:D055623,therapeutic,8601654
Tretinoin,D014212,302-79-4,"Kidney Tubular Necrosis, Acute",MESH:D007683,marker/mechanism,9378467
Tretinoin,D014212,302-79-4,Learning Disabilities,MESH:D007859,marker/mechanism,18495421
Tretinoin,D014212,302-79-4,Lentigo,MESH:D007911,therapeutic,8601654
Tretinoin,D014212,302-79-4,Leukemia,MESH:D007938,therapeutic,17143497|17290005
Tretinoin,D014212,302-79-4,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,therapeutic,10609785
Tretinoin,D014212,302-79-4,"Leukemia, Myeloid",MESH:D007951,marker/mechanism,19285840
Tretinoin,D014212,302-79-4,"Leukemia, Myeloid",MESH:D007951,therapeutic,16482212|16932348
Tretinoin,D014212,302-79-4,"Leukemia, Myeloid, Acute",MESH:D015470,therapeutic,16294345|17596541|19850784|22541086
Tretinoin,D014212,302-79-4,"Leukemia, Promyelocytic, Acute",MESH:D015473,marker/mechanism,17852441
Tretinoin,D014212,302-79-4,"Leukemia, Promyelocytic, Acute",MESH:D015473,therapeutic,10025910|10203107|10214877|10373566|10466446|10607690|10629576|10643151|10734661|10742073|10800178|10954752|11133770|11215876|11604554|11737750|11798639|11804921|11860447|12016812|12212169|12652617|12679006|12688331|12801854|12860824|12952241|1403049|14565670|14648024|14730300|15044693|15045822|15087033|15559237|15748426|15842672|15863216|16107885|16140955|16263588|16307543|16331271|16351631|1637024|16373661|1637880|16447715|16447716|16766008|16767393|16788101|16823087|16858973|16891316|16923519|16930140|16932337|16935935|17107899|17136541|17202112|17217047|17288291|17294898|1730098|17301526|17339181|17361223|17368321|17506722|17564563|17619879|17649720|17712046|18205843|18275266|18363177|18452541|18463343|18584165|18646608|18832917|19018859|19029980|19035177|19075265|19225113|19642359|19887701|20009973|20060166|20098333|20378816|20491286|20574048|21146216|21274875|22407853|23168069|23208507|23295767|23611222|24009642|24053202|24658375|24791595|25003661|25583766|26892147|2696695|28053092|30294391|32336675|32882258|32929351|33120864|7589349|7901684|7905174|7905175|7934481|7955929|8018908|8035603|8088385|8100880|8156857|8230749|8400267|8483331|8501972|8546128|8616088|8641645|8652924|8691592|8986606|9001434|9108090|9118606|9158667|9369438|9519692|9680118|9763554|9769296|9834237
Tretinoin,D014212,302-79-4,Leukocytosis,MESH:D007964,marker/mechanism,10609785|12016812|12212169|1637024|1637880|17136541|7901684|7905174
Tretinoin,D014212,302-79-4,"Lichen Planus, Oral",MESH:D017676,therapeutic,4685585
Tretinoin,D014212,302-79-4,"Limb Deformities, Congenital",MESH:D017880,marker/mechanism,18703560|20117194|22498432|2718176|6648825|9224671|9535508
Tretinoin,D014212,302-79-4,"Liver Cirrhosis, Experimental",MESH:D008106,marker/mechanism,16248980
Tretinoin,D014212,302-79-4,"Liver Cirrhosis, Experimental",MESH:D008106,therapeutic,18397230|21274875
Tretinoin,D014212,302-79-4,Liver Diseases,MESH:D008107,marker/mechanism,18275266|9378467
Tretinoin,D014212,302-79-4,Lung agenesis,MESH:C562992,therapeutic,26672737
Tretinoin,D014212,302-79-4,Lung Diseases,MESH:D008171,marker/mechanism,11804921
Tretinoin,D014212,302-79-4,Lung Diseases,MESH:D008171,therapeutic,20857298|21258935
Tretinoin,D014212,302-79-4,"Mammary Neoplasms, Experimental",MESH:D008325,therapeutic,9671760
Tretinoin,D014212,302-79-4,Maxillofacial Abnormalities,MESH:D019767,marker/mechanism,2114463
Tretinoin,D014212,302-79-4,Medulloblastoma,MESH:D008527,therapeutic,17453147
Tretinoin,D014212,302-79-4,Melanoma,MESH:D008545,therapeutic,16752155
Tretinoin,D014212,302-79-4,Meningomyelocele,MESH:D008591,marker/mechanism,15893307|16940565
Tretinoin,D014212,302-79-4,Microcephaly,MESH:D008831,marker/mechanism,9535508
Tretinoin,D014212,302-79-4,Micrognathism,MESH:D008844,marker/mechanism,9535508
Tretinoin,D014212,302-79-4,Microstomia,MESH:D008865,marker/mechanism,9535508
Tretinoin,D014212,302-79-4,Mononeuropathies,MESH:D020422,marker/mechanism,10203107|20009973
Tretinoin,D014212,302-79-4,Motor Skills Disorders,MESH:D019957,marker/mechanism,18495421
Tretinoin,D014212,302-79-4,Movement Disorders,MESH:D009069,marker/mechanism,18495421
Tretinoin,D014212,302-79-4,Mucositis,MESH:D052016,marker/mechanism,10741706
Tretinoin,D014212,302-79-4,Multiple Myeloma,MESH:D009101,therapeutic,7833269|9234591
Tretinoin,D014212,302-79-4,Muscle Cramp,MESH:D009120,marker/mechanism,17136541
Tretinoin,D014212,302-79-4,Myelodysplastic Syndromes,MESH:D009190,therapeutic,10803936|17596541
Tretinoin,D014212,302-79-4,Myocardial Infarction,MESH:D009203,marker/mechanism,10025910|40064378
Tretinoin,D014212,302-79-4,Myocarditis,MESH:D009205,marker/mechanism,15842672|17619879|20060166
Tretinoin,D014212,302-79-4,Myositis,MESH:D009220,marker/mechanism,10629576|15842672|16307543|16351631|16923519|18205843|19887701|20009973|24658375|7934481
Tretinoin,D014212,302-79-4,Nausea,MESH:D009325,marker/mechanism,10742073|8487058|9028161|9234591
Tretinoin,D014212,302-79-4,Necrosis,MESH:D009336,marker/mechanism,16351631|17763283|27368152|7934481
Tretinoin,D014212,302-79-4,Necrosis,MESH:D009336,therapeutic,12969142|21274875
Tretinoin,D014212,302-79-4,Neoplasm Invasiveness,MESH:D009361,therapeutic,16461808
Tretinoin,D014212,302-79-4,Neoplasm Metastasis,MESH:D009362,therapeutic,15982179
Tretinoin,D014212,302-79-4,"Neoplasm Recurrence, Local",MESH:D009364,therapeutic,15982179|26285909
Tretinoin,D014212,302-79-4,Neoplasms,MESH:D009369,therapeutic,16594593|16946489
Tretinoin,D014212,302-79-4,"Neoplasms, Experimental",MESH:D009374,therapeutic,11590323|17701358|18098270|19731824
Tretinoin,D014212,302-79-4,"Nephritis, Interstitial",MESH:D009395,marker/mechanism,11604554
Tretinoin,D014212,302-79-4,Nephrosis,MESH:D009401,marker/mechanism,12660332
Tretinoin,D014212,302-79-4,Nervous System Malformations,MESH:D009421,marker/mechanism,21934132|34742744|9125849
Tretinoin,D014212,302-79-4,Neural Tube Defects,MESH:D009436,marker/mechanism,10923335|17252267|2183387|22262565|2373757|3293260|6648825|9142499|9535508
Tretinoin,D014212,302-79-4,Neurobehavioral Manifestations,MESH:D019954,marker/mechanism,9380001
Tretinoin,D014212,302-79-4,Neurotoxicity Syndromes,MESH:D020258,marker/mechanism,12652617
Tretinoin,D014212,302-79-4,Neutropenia,MESH:D009503,marker/mechanism,20060166
Tretinoin,D014212,302-79-4,Oliguria,MESH:D009846,marker/mechanism,16858973
Tretinoin,D014212,302-79-4,Osteoporosis,MESH:D010024,marker/mechanism,21835177
Tretinoin,D014212,302-79-4,Ovarian Neoplasms,MESH:D010051,therapeutic,16936753
Tretinoin,D014212,302-79-4,Pain,MESH:D010146,therapeutic,16870215
Tretinoin,D014212,302-79-4,Pancreatic Neoplasms,MESH:D010190,therapeutic,11590323|15976015
Tretinoin,D014212,302-79-4,Pancytopenia,MESH:D010198,marker/mechanism,17136541
Tretinoin,D014212,302-79-4,Papilledema,MESH:D010211,marker/mechanism,10466446|10742073|11215876|15045822|15863216|18452541|19018859|7905174|9028161
Tretinoin,D014212,302-79-4,Paranoid Disorders,MESH:D010259,marker/mechanism,10609785
Tretinoin,D014212,302-79-4,Paresis,MESH:D010291,marker/mechanism,9519692
Tretinoin,D014212,302-79-4,Paresthesia,MESH:D010292,marker/mechanism,10203107|20233239
Tretinoin,D014212,302-79-4,Paronychia,MESH:D010304,marker/mechanism,8487058
Tretinoin,D014212,302-79-4,Pericardial Effusion,MESH:D010490,marker/mechanism,1637024|16858973|18275266|9763554
Tretinoin,D014212,302-79-4,Peripheral Nervous System Diseases,MESH:D010523,marker/mechanism,20233239
Tretinoin,D014212,302-79-4,Peripheral Nervous System Diseases,MESH:D010523,therapeutic,21865574
Tretinoin,D014212,302-79-4,Plasmacytoma,MESH:D010954,therapeutic,19731824
Tretinoin,D014212,302-79-4,Pleural Effusion,MESH:D010996,marker/mechanism,10607690|11804921|1637024|16858973|17564563|18275266|7905175|7934481|9763554
Tretinoin,D014212,302-79-4,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,therapeutic,8695172
Tretinoin,D014212,302-79-4,Prenatal Exposure Delayed Effects,MESH:D011297,marker/mechanism,10923335|15893307|17252267|18495421|2260090|30267739|6648825|9380001
Tretinoin,D014212,302-79-4,Prenatal Exposure Delayed Effects,MESH:D011297,therapeutic,21258935|26672737
Tretinoin,D014212,302-79-4,Prenatal Injuries,MESH:D049188,marker/mechanism,23774253|32633565|37278767|37866657|40024514
Tretinoin,D014212,302-79-4,Proteinuria,MESH:D011507,therapeutic,12813006|12969142|16636307|17250768
Tretinoin,D014212,302-79-4,Pruritus,MESH:D011537,marker/mechanism,10473963
Tretinoin,D014212,302-79-4,Pseudotumor Cerebri,MESH:D011559,marker/mechanism,10466446|10609785|10742073|11215876|11860447|12860824|1403049|15045822|15863216|16767393|17288291|18452541|19018859|21071321|2146526|7572997|7901684|8616088|8641645|9519692
Tretinoin,D014212,302-79-4,Psoriasis,MESH:D011565,therapeutic,21274875
Tretinoin,D014212,302-79-4,Pterygium,MESH:D011625,therapeutic,16723453
Tretinoin,D014212,302-79-4,Pulmonary Edema,MESH:D011654,marker/mechanism,10607690
Tretinoin,D014212,302-79-4,Pulmonary Embolism,MESH:D011655,marker/mechanism,12952241|14565670|1637880|9369438
Tretinoin,D014212,302-79-4,"Purpura, Thrombotic Thrombocytopenic",MESH:D011697,marker/mechanism,14565670
Tretinoin,D014212,302-79-4,Recurrence,MESH:D012008,marker/mechanism,15044693
Tretinoin,D014212,302-79-4,"Red-Cell Aplasia, Pure",MESH:D012010,marker/mechanism,10609785
Tretinoin,D014212,302-79-4,Renal Insufficiency,MESH:D051437,marker/mechanism,18275266
Tretinoin,D014212,302-79-4,Respiration Disorders,MESH:D012120,marker/mechanism,9763554
Tretinoin,D014212,302-79-4,Respiratory Distress Syndrome,MESH:D012128,marker/mechanism,10607690|16930140|16959937|8695172
Tretinoin,D014212,302-79-4,Retinal Hemorrhage,MESH:D012166,marker/mechanism,18452541
Tretinoin,D014212,302-79-4,Rhabdomyosarcoma,MESH:D012208,therapeutic,15982179|16116481|16283617
Tretinoin,D014212,302-79-4,Sacral defect and anterior sacral meningocele,MESH:C537221,marker/mechanism,9535508
Tretinoin,D014212,302-79-4,Scoliosis,MESH:D012600,marker/mechanism,23774253|36375755
Tretinoin,D014212,302-79-4,"Sinus Thrombosis, Intracranial",MESH:D012851,marker/mechanism,18832917
Tretinoin,D014212,302-79-4,Skin Abnormalities,MESH:D012868,therapeutic,1708081
Tretinoin,D014212,302-79-4,Skin Diseases,MESH:D012871,therapeutic,16463616|2404514
Tretinoin,D014212,302-79-4,Skin Neoplasms,MESH:D012878,therapeutic,16467112|8616088
Tretinoin,D014212,302-79-4,Spina Bifida Cystica,MESH:D016137,marker/mechanism,1440416|2190788|30267739
Tretinoin,D014212,302-79-4,Spinal Dysraphism,MESH:D016135,marker/mechanism,17962954|3902948|6385329
Tretinoin,D014212,302-79-4,Splenic Infarction,MESH:D013159,marker/mechanism,12952241
Tretinoin,D014212,302-79-4,Stomach Neoplasms,MESH:D013274,therapeutic,17261132
Tretinoin,D014212,302-79-4,Stomatitis,MESH:D013280,marker/mechanism,9234591
Tretinoin,D014212,302-79-4,Syncope,MESH:D013575,marker/mechanism,10609785
Tretinoin,D014212,302-79-4,Synovitis,MESH:D013585,marker/mechanism,20009973
Tretinoin,D014212,302-79-4,"Tachycardia, Ventricular",MESH:D017180,therapeutic,8606532
Tretinoin,D014212,302-79-4,Teratogenesis,MESH:D064793,marker/mechanism,22898132|33147516|36375755
Tretinoin,D014212,302-79-4,Thromboembolism,MESH:D013923,marker/mechanism,1637880|1730098|8035603|8652924|9118606
Tretinoin,D014212,302-79-4,Thrombosis,MESH:D013927,marker/mechanism,10734661|12801854|12954994|16932337|18832917|8100880|9158667
Tretinoin,D014212,302-79-4,Thyroid Neoplasms,MESH:D013964,therapeutic,16026305|17045167
Tretinoin,D014212,302-79-4,Tongue Neoplasms,MESH:D014062,therapeutic,16051514
Tretinoin,D014212,302-79-4,Transposition of Great Vessels,MESH:D014188,marker/mechanism,7729035
Tretinoin,D014212,302-79-4,Tuberculosis,MESH:D014376,therapeutic,16040207
Tretinoin,D014212,302-79-4,Urogenital Abnormalities,MESH:D014564,marker/mechanism,9535508
Tretinoin,D014212,302-79-4,Uterine Cervical Dysplasia,MESH:D002578,therapeutic,16129372
Tretinoin,D014212,302-79-4,Uterine Cervical Neoplasms,MESH:D002583,therapeutic,16129372
Tretinoin,D014212,302-79-4,Uveal Neoplasms,MESH:D014604,therapeutic,16752155
Tretinoin,D014212,302-79-4,Vasculitis,MESH:D014657,marker/mechanism,10214877|12688331|20009973|3477128|8952167|9680118
Tretinoin,D014212,302-79-4,Venous Thrombosis,MESH:D020246,marker/mechanism,12952241
Tretinoin,D014212,302-79-4,"Ventricular Dysfunction, Left",MESH:D018487,marker/mechanism,40064378
Tretinoin,D014212,302-79-4,Ventricular Fibrillation,MESH:D014693,therapeutic,8606532
Tretinoin,D014212,302-79-4,Vitiligo,MESH:D014820,therapeutic,16761959
Tretinoin,D014212,302-79-4,Vitreous Hemorrhage,MESH:D014823,marker/mechanism,8156857
Tretinoin,D014212,302-79-4,Vomiting,MESH:D014839,marker/mechanism,10742073|8487058
Tretinoin,D014212,302-79-4,Weight Gain,MESH:D015430,marker/mechanism,1637024|7905175|9763554
Tretinoin,D014212,302-79-4,Wilms Tumor,MESH:D009396,therapeutic,16287080
Tretinoin,D014212,302-79-4,Xeroderma Pigmentosum,MESH:D014983,therapeutic,8236244
Tretinoin,D014212,302-79-4,Xerostomia,MESH:D014987,marker/mechanism,10741706
tri-(2-chloroisopropyl)phosphate,C072782,13674-84-5,Congenital Abnormalities,MESH:D000013,marker/mechanism,26701863
triadimefon,C032910,43121-43-3,"Abnormalities, Drug-Induced",MESH:D000014,marker/mechanism,21272633
triadimefon,C032910,43121-43-3,Bradycardia,MESH:D001919,marker/mechanism,28803741
triadimefon,C032910,43121-43-3,"Cardiac Output, Low",MESH:D002303,marker/mechanism,28803741
triadimefon,C032910,43121-43-3,Cardiotoxicity,MESH:D066126,marker/mechanism,28803741
triadimefon,C032910,43121-43-3,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,31743868
triadimefon,C032910,43121-43-3,Cleft Palate,MESH:D002972,marker/mechanism,16781842|28263823
triadimefon,C032910,43121-43-3,Craniofacial Abnormalities,MESH:D019465,marker/mechanism,15834900|16875885|16910123|21254369|21272633|21594970|32553615
triadimefon,C032910,43121-43-3,Disorders of Sex Development,MESH:D012734,marker/mechanism,17018648
triadimefon,C032910,43121-43-3,Embryo Loss,MESH:D020964,marker/mechanism,28263823
triadimefon,C032910,43121-43-3,Fetal Growth Retardation,MESH:D005317,marker/mechanism,28263823
triadimefon,C032910,43121-43-3,"Heart Defects, Congenital",MESH:D006330,marker/mechanism,28803741
triadimefon,C032910,43121-43-3,Hepatomegaly,MESH:D006529,marker/mechanism,17018648|17178688|17178689|25949234
triadimefon,C032910,43121-43-3,"Infertility, Male",MESH:D007248,marker/mechanism,17018648
triadimefon,C032910,43121-43-3,Jaw Abnormalities,MESH:D007569,marker/mechanism,15834900|15992940
triadimefon,C032910,43121-43-3,Liver Diseases,MESH:D008107,marker/mechanism,19363144
triadimefon,C032910,43121-43-3,Liver Neoplasms,MESH:D008113,marker/mechanism,19028983|20175128|20659493
triadimefon,C032910,43121-43-3,"Liver Neoplasms, Experimental",MESH:D008114,marker/mechanism,17178689
triadimefon,C032910,43121-43-3,Pericardial Effusion,MESH:D010490,marker/mechanism,28803741
triadimefon,C032910,43121-43-3,Prenatal Injuries,MESH:D049188,marker/mechanism,22664269|26790661
triadimefon,C032910,43121-43-3,"Puberty, Delayed",MESH:D011628,marker/mechanism,17018648
triadimefon,C032910,43121-43-3,Thyroid Neoplasms,MESH:D013964,marker/mechanism,17178689
triadimefon,C032910,43121-43-3,Vascular Malformations,MESH:D054079,marker/mechanism,28803741
triadimefon,C032910,43121-43-3,Venous Thrombosis,MESH:D020246,marker/mechanism,28803741
triadimefon,C032910,43121-43-3,Weight Loss,MESH:D015431,marker/mechanism,32603964
Triamcinolone,D014221,124-94-7,Adrenal Cortex Diseases,MESH:D000303,marker/mechanism,7788158
Triamcinolone,D014221,124-94-7,Adrenal Insufficiency,MESH:D000309,marker/mechanism,20111051
Triamcinolone,D014221,124-94-7,Anorexia,MESH:D000855,marker/mechanism,8665051
Triamcinolone,D014221,124-94-7,Bipolar Disorder,MESH:D001714,marker/mechanism,8916839
Triamcinolone,D014221,124-94-7,Cataract,MESH:D002386,marker/mechanism,11272779|16888694
Triamcinolone,D014221,124-94-7,Choroid Diseases,MESH:D015862,marker/mechanism,12095826
Triamcinolone,D014221,124-94-7,Cleft Palate,MESH:D002972,marker/mechanism,2998748
Triamcinolone,D014221,124-94-7,Cushing Syndrome,MESH:D003480,marker/mechanism,7788158
Triamcinolone,D014221,124-94-7,Diabetic Retinopathy,MESH:D003930,therapeutic,17932855|20408067
Triamcinolone,D014221,124-94-7,Emphysema,MESH:D004646,therapeutic,9788033
Triamcinolone,D014221,124-94-7,Hypertension,MESH:D006973,marker/mechanism,1321309
Triamcinolone,D014221,124-94-7,Hyponatremia,MESH:D007010,marker/mechanism,20111051
Triamcinolone,D014221,124-94-7,Hypotension,MESH:D007022,marker/mechanism,9052326
Triamcinolone,D014221,124-94-7,Infections,MESH:D007239,marker/mechanism,3536491
Triamcinolone,D014221,124-94-7,Lipomatosis,MESH:D008068,marker/mechanism,10414580
Triamcinolone,D014221,124-94-7,Low Back Pain,MESH:D017116,therapeutic,9052326
Triamcinolone,D014221,124-94-7,Macular Edema,MESH:D008269,therapeutic,11272779|12095826|16888694|17932855|20408067
Triamcinolone,D014221,124-94-7,Muscle Weakness,MESH:D018908,marker/mechanism,7788158|8413452
Triamcinolone,D014221,124-94-7,Muscular Atrophy,MESH:D009133,marker/mechanism,3912638|7349575|8665051|8937196
Triamcinolone,D014221,124-94-7,Muscular Diseases,MESH:D009135,marker/mechanism,17993993|5523693
Triamcinolone,D014221,124-94-7,Myoclonus,MESH:D009207,marker/mechanism,9052326
Triamcinolone,D014221,124-94-7,Necrosis,MESH:D009336,marker/mechanism,15689233
Triamcinolone,D014221,124-94-7,Ocular Hypertension,MESH:D009798,marker/mechanism,11272779|16764316|16888694|19403113|19939800|20089869
Triamcinolone,D014221,124-94-7,Optic Atrophy,MESH:D009896,marker/mechanism,17955246
Triamcinolone,D014221,124-94-7,Pain,MESH:D010146,marker/mechanism,10414580
Triamcinolone,D014221,124-94-7,Pain,MESH:D010146,therapeutic,20133530|8916839
Triamcinolone,D014221,124-94-7,Pericarditis,MESH:D010493,therapeutic,20133530
Triamcinolone,D014221,124-94-7,Retinal Artery Occlusion,MESH:D015356,marker/mechanism,12095826
Triamcinolone,D014221,124-94-7,Retrobulbar Hemorrhage,MESH:D019315,marker/mechanism,12095826
Triamcinolone,D014221,124-94-7,"Scleroderma, Localized",MESH:D012594,marker/mechanism,3912638
Triamcinolone,D014221,124-94-7,Spinal Cord Compression,MESH:D013117,marker/mechanism,10414580
Triamcinolone,D014221,124-94-7,Spinal Stenosis,MESH:D013130,marker/mechanism,10414580
Triamcinolone,D014221,124-94-7,Temporomandibular ankylosis,MESH:C536957,marker/mechanism,15689233
Triamcinolone,D014221,124-94-7,Uveitis,MESH:D014605,therapeutic,11272779|12095826|16888694
Triamcinolone,D014221,124-94-7,Weight Loss,MESH:D015431,marker/mechanism,3536491|8665051
Triamcinolone Acetonide,D014222,76-25-5,"Abnormalities, Drug-Induced",MESH:D000014,marker/mechanism,3193449|7166596
Triamcinolone Acetonide,D014222,76-25-5,"Adenoma, Liver Cell",MESH:D018248,marker/mechanism,1411124
Triamcinolone Acetonide,D014222,76-25-5,Asthma,MESH:D001249,therapeutic,10071519|10806605
Triamcinolone Acetonide,D014222,76-25-5,"Carcinoma, Hepatocellular",MESH:D006528,marker/mechanism,1411124
Triamcinolone Acetonide,D014222,76-25-5,Choroidal Neovascularization,MESH:D020256,therapeutic,16767378
Triamcinolone Acetonide,D014222,76-25-5,Craniofacial Abnormalities,MESH:D019465,marker/mechanism,7166596
Triamcinolone Acetonide,D014222,76-25-5,"Dermatitis, Allergic Contact",MESH:D017449,marker/mechanism,2530056|8449700
Triamcinolone Acetonide,D014222,76-25-5,Diabetic Retinopathy,MESH:D003930,therapeutic,15290890|16767378|17592240|17634861|18785964|19702711|20572506
Triamcinolone Acetonide,D014222,76-25-5,Drug Hypersensitivity,MESH:D004342,marker/mechanism,11526524
Triamcinolone Acetonide,D014222,76-25-5,Edema,MESH:D004487,therapeutic,7206733
Triamcinolone Acetonide,D014222,76-25-5,Encephalocele,MESH:D004677,marker/mechanism,3193449
Triamcinolone Acetonide,D014222,76-25-5,Gastrointestinal Hemorrhage,MESH:D006471,marker/mechanism,29222744
Triamcinolone Acetonide,D014222,76-25-5,Glaucoma,MESH:D005901,marker/mechanism,20172078
Triamcinolone Acetonide,D014222,76-25-5,Granuloma,MESH:D006099,marker/mechanism,13129887
Triamcinolone Acetonide,D014222,76-25-5,Granuloma,MESH:D006099,therapeutic,7206733
Triamcinolone Acetonide,D014222,76-25-5,Hepatomegaly,MESH:D006529,marker/mechanism,29222744
Triamcinolone Acetonide,D014222,76-25-5,"Liver Neoplasms, Experimental",MESH:D008114,marker/mechanism,1411124
Triamcinolone Acetonide,D014222,76-25-5,Macular Edema,MESH:D008269,therapeutic,13129887|15290890|16767378|17592240|17634861|18785964|19702711|20172078|20572506
Triamcinolone Acetonide,D014222,76-25-5,Meningocele,MESH:D008588,marker/mechanism,3193449
Triamcinolone Acetonide,D014222,76-25-5,Nervous System Malformations,MESH:D009421,marker/mechanism,7166596
Triamcinolone Acetonide,D014222,76-25-5,Ocular Hypertension,MESH:D009798,marker/mechanism,20172078
Triamcinolone Acetonide,D014222,76-25-5,Orbital Diseases,MESH:D009916,marker/mechanism,13129887
Triamcinolone Acetonide,D014222,76-25-5,Prenatal Exposure Delayed Effects,MESH:D011297,marker/mechanism,7166596
Triamcinolone Acetonide,D014222,76-25-5,Retinal Neovascularization,MESH:D015861,therapeutic,15290890
Triamcinolone Acetonide,D014222,76-25-5,"Rhinitis, Allergic",MESH:D065631,therapeutic,113742
Triamcinolone Acetonide,D014222,76-25-5,"Rhinitis, Vasomotor",MESH:D012223,therapeutic,113742
Triamcinolone Acetonide,D014222,76-25-5,Sclerosis,MESH:D012598,marker/mechanism,13129887
Triamcinolone Acetonide,D014222,76-25-5,Sinusitis,MESH:D012852,therapeutic,23751068
Triamcinolone Acetonide,D014222,76-25-5,Skin Diseases,MESH:D012871,marker/mechanism,952530
Triamcinolone Acetonide,D014222,76-25-5,Telangiectasis,MESH:D013684,marker/mechanism,952530
Triamcinolone Acetonide,D014222,76-25-5,Uveitis,MESH:D014605,therapeutic,19403113|20172078
triamcinolone diacetate,C030262,67-78-7,Polyradiculopathy,MESH:D011128,marker/mechanism,16904497
triamcinolone hexacetonide,C005900,5611-51-8,Muscular Diseases,MESH:D009135,marker/mechanism,6935604
triamcinolone hexacetonide,C005900,5611-51-8,Neuromuscular Junction Diseases,MESH:D020511,marker/mechanism,6935604
Triamterene,D014223,396-01-0,Acute Kidney Injury,MESH:D058186,marker/mechanism,3727353|4000350|493878|6589647|6949485
Triamterene,D014223,396-01-0,"Anemia, Hemolytic, Autoimmune",MESH:D000744,marker/mechanism,493878|502012
Triamterene,D014223,396-01-0,"Anemia, Megaloblastic",MESH:D000749,marker/mechanism,16187172|313333|5455994
Triamterene,D014223,396-01-0,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,3709777
Triamterene,D014223,396-01-0,Ascites,MESH:D001201,therapeutic,6476994
Triamterene,D014223,396-01-0,Hypertension,MESH:D006973,therapeutic,3946031
Triamterene,D014223,396-01-0,Hypokalemia,MESH:D007008,marker/mechanism,3727353
Triamterene,D014223,396-01-0,Hypokalemia,MESH:D007008,therapeutic,2209135|2596940|3045028|6195908
Triamterene,D014223,396-01-0,Hypokalemic Periodic Paralysis,MESH:D020514,therapeutic,7031501
Triamterene,D014223,396-01-0,Kidney Calculi,MESH:D007669,marker/mechanism,2321916|3999199|4057369|7037980|7144994
Triamterene,D014223,396-01-0,Kidney Diseases,MESH:D007674,marker/mechanism,19761811
Triamterene,D014223,396-01-0,Liver Neoplasms,MESH:D008113,marker/mechanism,25058030
Triamterene,D014223,396-01-0,"Nephritis, Interstitial",MESH:D009395,marker/mechanism,6119586|6339355
Triamterene,D014223,396-01-0,Nephrolithiasis,MESH:D053040,marker/mechanism,2231920|2496337|2903714|3728117|3958920|496113|6515076|7230485|7265370|7301028|7356247
Triamterene,D014223,396-01-0,Renal Insufficiency,MESH:D051437,marker/mechanism,1819215|6339355
Triamterene,D014223,396-01-0,Urinary Bladder Calculi,MESH:D001744,marker/mechanism,3617299
Triamterene,D014223,396-01-0,Urinary Calculi,MESH:D014545,marker/mechanism,6139048
Triamterene,D014223,396-01-0,Urolithiasis,MESH:D052878,marker/mechanism,3946031
triaquaoxohexakis(propionato)trichromium(III),C403535,,Colorectal Neoplasms,MESH:D015179,therapeutic,15271505
triaquaoxohexakis(propionato)trichromium(III),C403535,,"Diabetes Mellitus, Type 2",MESH:D003924,therapeutic,12203022
triaquaoxohexakis(propionato)trichromium(III),C403535,,Insulin Resistance,MESH:D007333,therapeutic,15073413|15271505
triasulfuron,C094039,,Aneuploidy,MESH:D000782,marker/mechanism,30763314
Triazines,D014227,,2-Hydroxyglutaricaciduria,MESH:C535306,therapeutic,27469509
Triazines,D014227,,Cardiomegaly,MESH:D006332,therapeutic,27469509
Triazines,D014227,,"Cardiomyopathy, Hypertrophic",MESH:D002312,therapeutic,27469509
Triazines,D014227,,Central Nervous System Diseases,MESH:D002493,therapeutic,27469509
Triazines,D014227,,"Disease Models, Animal",MESH:D004195,therapeutic,27469509
Triazines,D014227,,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,marker/mechanism,19700145
Triazines,D014227,,"Ventricular Dysfunction, Left",MESH:D018487,therapeutic,27469509
Triaziquone,D014228,68-76-8,Fetal Death,MESH:D005313,marker/mechanism,1370119
Triazolam,D014229,28911-01-5,Altitude Sickness,MESH:D000532,marker/mechanism,2712085
Triazolam,D014229,28911-01-5,Amnesia,MESH:D000647,marker/mechanism,10029963|1672921|1929688|2892212|2900011|8091361
Triazolam,D014229,28911-01-5,"Amnesia, Anterograde",MESH:D020324,marker/mechanism,1392807|1642627|2661672|2895761|3612069|3686146
Triazolam,D014229,28911-01-5,"Amnesia, Transient Global",MESH:D020236,marker/mechanism,1301517|3613025
Triazolam,D014229,28911-01-5,Anxiety Disorders,MESH:D001008,marker/mechanism,1392807|4073326|6121606
Triazolam,D014229,28911-01-5,Apnea,MESH:D001049,marker/mechanism,2712085
Triazolam,D014229,28911-01-5,Ataxia,MESH:D001259,marker/mechanism,12404077|4042860
Triazolam,D014229,28911-01-5,Bipolar Disorder,MESH:D001714,marker/mechanism,3693336
Triazolam,D014229,28911-01-5,Bulimia,MESH:D002032,marker/mechanism,1392807|1642627
Triazolam,D014229,28911-01-5,Central Nervous System Diseases,MESH:D002493,marker/mechanism,6144670
