ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,PubMedIDs
Triazolam,D014229,28911-01-5,Cognition Disorders,MESH:D003072,marker/mechanism,2892212
Triazolam,D014229,28911-01-5,Coma,MESH:D003128,marker/mechanism,20199131|2859867|8693299
Triazolam,D014229,28911-01-5,Confusion,MESH:D003221,marker/mechanism,15859444|1679281|1929688|2068441
Triazolam,D014229,28911-01-5,Consciousness Disorders,MESH:D003244,marker/mechanism,2936353
Triazolam,D014229,28911-01-5,Delirium,MESH:D003693,marker/mechanism,3686146
Triazolam,D014229,28911-01-5,Diplopia,MESH:D004172,marker/mechanism,10029963
Triazolam,D014229,28911-01-5,Dizziness,MESH:D004244,marker/mechanism,4042860|4073326
Triazolam,D014229,28911-01-5,Drug Overdose,MESH:D062787,marker/mechanism,2859867|8693299
Triazolam,D014229,28911-01-5,"Dyskinesia, Drug-Induced",MESH:D004409,marker/mechanism,3686146
Triazolam,D014229,28911-01-5,Fatigue,MESH:D005221,marker/mechanism,2712085
Triazolam,D014229,28911-01-5,Feeding and Eating Disorders,MESH:D001068,marker/mechanism,2712085
Triazolam,D014229,28911-01-5,Gait Ataxia,MESH:D020234,marker/mechanism,10029963
Triazolam,D014229,28911-01-5,Hallucinations,MESH:D006212,marker/mechanism,15859444|1929688|2902678|4042860
Triazolam,D014229,28911-01-5,Learning Disabilities,MESH:D007859,marker/mechanism,19682231|27489535|7637548
Triazolam,D014229,28911-01-5,Lethargy,MESH:D053609,marker/mechanism,4042860
Triazolam,D014229,28911-01-5,"Liver Failure, Acute",MESH:D017114,marker/mechanism,12018909
Triazolam,D014229,28911-01-5,Long QT Syndrome,MESH:D008133,marker/mechanism,20199131
Triazolam,D014229,28911-01-5,Memory Disorders,MESH:D008569,marker/mechanism,27489535
Triazolam,D014229,28911-01-5,Nausea,MESH:D009325,marker/mechanism,2712085
Triazolam,D014229,28911-01-5,Paresthesia,MESH:D010292,marker/mechanism,4073326
Triazolam,D014229,28911-01-5,Proteinuria,MESH:D011507,therapeutic,3622604
Triazolam,D014229,28911-01-5,Psychomotor Agitation,MESH:D011595,marker/mechanism,2861195
Triazolam,D014229,28911-01-5,"Psychoses, Substance-Induced",MESH:D011605,marker/mechanism,9014234
Triazolam,D014229,28911-01-5,Respiratory Insufficiency,MESH:D012131,marker/mechanism,2712085
Triazolam,D014229,28911-01-5,Seizures,MESH:D012640,marker/mechanism,2889721|4073326
Triazolam,D014229,28911-01-5,Sleep Initiation and Maintenance Disorders,MESH:D007319,marker/mechanism,9099463
Triazolam,D014229,28911-01-5,Sleep Initiation and Maintenance Disorders,MESH:D007319,therapeutic,15341891|1613015|2015735|2271847|7972349|8428895
Triazolam,D014229,28911-01-5,Sleep Wake Disorders,MESH:D012893,marker/mechanism,1770156|2712085|430730
Triazolam,D014229,28911-01-5,Sleep Wake Disorders,MESH:D012893,therapeutic,2750986|4042860|7901174
Triazolam,D014229,28911-01-5,Somnambulism,MESH:D013009,marker/mechanism,2861195|3093469
Triazolam,D014229,28911-01-5,Substance Withdrawal Syndrome,MESH:D013375,marker/mechanism,11697572|1523281|16088250|1770156|2015735|2355105|2889721|2892212|2902678|3306380|3558332|4073326|430730|6121606|6809488|7901174|8428895|8773293|9099463
Triazolam,D014229,28911-01-5,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,7972349
Triazolam,D014229,28911-01-5,Torsades de Pointes,MESH:D016171,marker/mechanism,20199131
Triazoles,D014230,,Malaria,MESH:D008288,therapeutic,21905228
Triazoles,D014230,,Tuberculosis,MESH:D014376,therapeutic,35489549
triazophos,C012584,24017-47-8,Cognition Disorders,MESH:D003072,marker/mechanism,23949197
triazophos,C012584,24017-47-8,Weight Loss,MESH:D015431,marker/mechanism,34038317
triazulenone,C020168,,Sleep Wake Disorders,MESH:D012893,therapeutic,6141114
tribendimidine,C056017,115103-15-6,Hookworm Infections,MESH:D006725,therapeutic,30007544
tribromoacetic acid,C017766,75-96-7,Genitourinary Tract Anomalies,MESH:C564424,marker/mechanism,37700034
tribromoacetic acid,C017766,75-96-7,Prenatal Exposure Delayed Effects,MESH:D011297,marker/mechanism,37700034
tribromodiphenyl ether 28,C533760,,Birth Weight,MESH:D001724,marker/mechanism,36243047
tribromodiphenyl ether 28,C533760,,Cryptorchidism,MESH:D003456,marker/mechanism,17938745
tribromodiphenyl ether 28,C533760,,"Jaundice, Neonatal",MESH:D007567,marker/mechanism,36243047
tribromoethanol,C062527,1329-86-8,"Arrhythmias, Cardiac",MESH:D001145,marker/mechanism,17546530
Tribulus extract,C000713868,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,36627075
Tribulus extract,C000713868,,Glucose Intolerance,MESH:D018149,therapeutic,36627075
Tribulus extract,C000713868,,Hyperglycemia,MESH:D006943,therapeutic,36627075
tributylhexadecylphosphonium bromide,C575594,,Fibrosis,MESH:D005355,therapeutic,26358169
tributylhexadecylphosphonium bromide,C575594,,Hypertension,MESH:D006973,therapeutic,26358169
tributylhexadecylphosphonium bromide,C575594,,Insulin Resistance,MESH:D007333,therapeutic,26358169
tributylhexadecylphosphonium bromide,C575594,,Weight Gain,MESH:D015430,therapeutic,26358169
tributyl phosphate,C009524,126-73-8,Congenital Abnormalities,MESH:D000013,marker/mechanism,26701863
tributyltin,C011559,688-73-3,"Adenoma, Liver Cell",MESH:D018248,marker/mechanism,31939706
tributyltin,C011559,688-73-3,Alopecia,MESH:D000505,marker/mechanism,27310180
tributyltin,C011559,688-73-3,Anxiety Disorders,MESH:D001008,marker/mechanism,38670349
tributyltin,C011559,688-73-3,Atrophy,MESH:D001284,marker/mechanism,21477642|28161095|33720505
tributyltin,C011559,688-73-3,Breast Diseases,MESH:D001941,marker/mechanism,38936095
tributyltin,C011559,688-73-3,Cartilage Diseases,MESH:D002357,marker/mechanism,36319700
tributyltin,C011559,688-73-3,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,27310180
tributyltin,C011559,688-73-3,Chromosome Breakage,MESH:D019457,marker/mechanism,31401084
tributyltin,C011559,688-73-3,Dermatitis,MESH:D003872,marker/mechanism,27310180
tributyltin,C011559,688-73-3,"Diabetes Mellitus, Experimental",MESH:D003921,marker/mechanism,28397090
tributyltin,C011559,688-73-3,Dyslipidemias,MESH:D050171,marker/mechanism,30172001
tributyltin,C011559,688-73-3,Embryo Loss,MESH:D020964,marker/mechanism,26712470|29191790|33720505
tributyltin,C011559,688-73-3,Extravasation of Diagnostic and Therapeutic Materials,MESH:D005119,marker/mechanism,24055800
tributyltin,C011559,688-73-3,Fatty Liver,MESH:D005234,marker/mechanism,23322813|28397090|29675927
tributyltin,C011559,688-73-3,Fetal Weight,MESH:D020567,marker/mechanism,33720505
tributyltin,C011559,688-73-3,Fibrosis,MESH:D005355,marker/mechanism,28161095
tributyltin,C011559,688-73-3,Follicular Cyst,MESH:D005497,marker/mechanism,29908848
tributyltin,C011559,688-73-3,Glucose Intolerance,MESH:D018149,marker/mechanism,28161095|28180948|29675927|31306684
tributyltin,C011559,688-73-3,Growth Disorders,MESH:D006130,marker/mechanism,25802986
tributyltin,C011559,688-73-3,Hyperinsulinism,MESH:D006946,marker/mechanism,28161095|31306684
tributyltin,C011559,688-73-3,Hyperkinesis,MESH:D006948,marker/mechanism,2046631
tributyltin,C011559,688-73-3,Hyperlipidemias,MESH:D006949,marker/mechanism,29675927
tributyltin,C011559,688-73-3,Hyperplasia,MESH:D006965,marker/mechanism,38936095
tributyltin,C011559,688-73-3,Hypothermia,MESH:D007035,marker/mechanism,36638932
tributyltin,C011559,688-73-3,"Infertility, Female",MESH:D007247,marker/mechanism,28161095
tributyltin,C011559,688-73-3,Inflammation,MESH:D007249,marker/mechanism,25819109|28161095
tributyltin,C011559,688-73-3,Insulin Resistance,MESH:D007333,marker/mechanism,28180948|28397090|30172001|31306684
tributyltin,C011559,688-73-3,Learning Disabilities,MESH:D007859,marker/mechanism,2046631
tributyltin,C011559,688-73-3,Lymphatic Diseases,MESH:D008206,marker/mechanism,21477642
tributyltin,C011559,688-73-3,Memory Disorders,MESH:D008569,marker/mechanism,35295135
tributyltin,C011559,688-73-3,Metabolic Syndrome,MESH:D024821,marker/mechanism,29675927
tributyltin,C011559,688-73-3,Necrosis,MESH:D009336,marker/mechanism,25062436
tributyltin,C011559,688-73-3,Nephritis,MESH:D009393,marker/mechanism,27521499
tributyltin,C011559,688-73-3,Nerve Degeneration,MESH:D009410,marker/mechanism,23743147|26961604
tributyltin,C011559,688-73-3,Neurobehavioral Manifestations,MESH:D019954,marker/mechanism,25499138
tributyltin,C011559,688-73-3,Non-alcoholic Fatty Liver Disease,MESH:D065626,marker/mechanism,31939706
tributyltin,C011559,688-73-3,Olfaction Disorders,MESH:D000857,marker/mechanism,20674648
tributyltin,C011559,688-73-3,Oligospermia,MESH:D009845,marker/mechanism,32783468
tributyltin,C011559,688-73-3,Ovarian Cysts,MESH:D010048,marker/mechanism,29908848|31129395
tributyltin,C011559,688-73-3,Ovarian Diseases,MESH:D010049,marker/mechanism,28161095|29191790
tributyltin,C011559,688-73-3,Placenta Diseases,MESH:D010922,marker/mechanism,33720505
tributyltin,C011559,688-73-3,Poisoning,MESH:D011041,marker/mechanism,26418422
tributyltin,C011559,688-73-3,Prenatal Exposure Delayed Effects,MESH:D011297,marker/mechanism,23322813
tributyltin,C011559,688-73-3,Proteinuria,MESH:D011507,marker/mechanism,27521499
tributyltin,C011559,688-73-3,Renal Insufficiency,MESH:D051437,marker/mechanism,27521499
tributyltin,C011559,688-73-3,Teratozoospermia,MESH:D000072660,marker/mechanism,32783468
tributyltin,C011559,688-73-3,Uterine Diseases,MESH:D014591,marker/mechanism,28161095
tributyltin,C011559,688-73-3,Virilism,MESH:D014770,marker/mechanism,29191790
tributyltin,C011559,688-73-3,Weight Gain,MESH:D015430,marker/mechanism,24899383|25819109|28161095|28397090|29675927|29908848|30172001
tributyltin,C011559,688-73-3,Weight Loss,MESH:D015431,marker/mechanism,23743147|31129395|38670349
tributyrin,C005830,60-01-5,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,21051124
tributyrin,C005830,60-01-5,"Dermatitis, Contact",MESH:D003877,marker/mechanism,29198882|30503584|36870414
tricaine,C003636,582-33-2,Nervous System Diseases,MESH:D009422,therapeutic,16611622
tricaine,C003636,582-33-2,Prenatal Injuries,MESH:D049188,therapeutic,16611622
tricaprin,C010800,621-71-6,"Dermatitis, Contact",MESH:D003877,marker/mechanism,36870414
tricaproin,C037544,621-70-5,"Dermatitis, Contact",MESH:D003877,marker/mechanism,36870414
tricaprylin,C003637,,"Dermatitis, Contact",MESH:D003877,marker/mechanism,36870414
tricaprylin,C003637,,"Liver Neoplasms, Experimental",MESH:D008114,marker/mechanism,3948311
tricarbonylchloro(glycinato)ruthenium(II),C476530,,Cardiomyopathies,MESH:D009202,therapeutic,19935076
tricarbonylchloro(glycinato)ruthenium(II),C476530,,Neuralgia,MESH:D009437,therapeutic,22928017
tricarbonyldichlororuthenium (II) dimer,C447082,,Heart Diseases,MESH:D006331,therapeutic,21443895
tricarbonyldichlororuthenium (II) dimer,C447082,,Hypertrophy,MESH:D006984,therapeutic,26385185
tricarbonyldichlororuthenium (II) dimer,C447082,,Neuralgia,MESH:D009437,therapeutic,22928017
tricarbonyldichlororuthenium (II) dimer,C447082,,Stomach Diseases,MESH:D013272,therapeutic,26460608
tricetin,C469689,,Neoplasm Invasiveness,MESH:D009361,therapeutic,27860196|28731287
tricetinidin,C000629124,,"Micronuclei, Chromosome-Defective",MESH:D048629,therapeutic,30266311
Trichlorfon,D014236,52-68-6,Agricultural Workers' Diseases,MESH:D000382,marker/mechanism,18343878
Trichlorfon,D014236,52-68-6,Alzheimer Disease,MESH:D000544,therapeutic,11419566|8051989
Trichlorfon,D014236,52-68-6,Cattle Diseases,MESH:D002418,therapeutic,14651886
Trichlorfon,D014236,52-68-6,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,1475794
Trichlorfon,D014236,52-68-6,Diabetes Mellitus,MESH:D003920,marker/mechanism,18343878
Trichlorfon,D014236,52-68-6,Dysbiosis,MESH:D064806,marker/mechanism,31887601
Trichlorfon,D014236,52-68-6,Intestinal Diseases,MESH:D007410,marker/mechanism,31887601
Trichlorfon,D014236,52-68-6,Memory Disorders,MESH:D008569,therapeutic,15957009
Trichlorfon,D014236,52-68-6,Nervous System Malformations,MESH:D009421,marker/mechanism,8065512
Trichlorfon,D014236,52-68-6,Organophosphate Poisoning,MESH:D062025,marker/mechanism,18070496|9080632
Trichlorfon,D014236,52-68-6,Paralysis,MESH:D010243,marker/mechanism,6130710
Trichlorfon,D014236,52-68-6,Polyneuropathies,MESH:D011115,marker/mechanism,7344417
Trichlorfon,D014236,52-68-6,Prenatal Exposure Delayed Effects,MESH:D011297,marker/mechanism,8065512
Trichlorfon,D014236,52-68-6,Schistosomiasis,MESH:D012552,therapeutic,7184787|7344416
Trichlorfon,D014236,52-68-6,Schistosomiasis haematobia,MESH:D012553,therapeutic,4656609
Trichlorfon,D014236,52-68-6,Strongyloidiasis,MESH:D013322,therapeutic,14651886
Trichlorfon,D014236,52-68-6,Vertigo,MESH:D014717,marker/mechanism,7184787|7344416
Trichlorfon,D014236,52-68-6,Weight Loss,MESH:D015431,marker/mechanism,31887601
Trichlormethiazide,D014237,133-67-5,Acute Kidney Injury,MESH:D058186,marker/mechanism,8164396
Trichlormethiazide,D014237,133-67-5,Acute Kidney Injury,MESH:D058186,therapeutic,12862209
Trichlormethiazide,D014237,133-67-5,Glomerulonephritis,MESH:D005921,therapeutic,1860704
Trichlormethiazide,D014237,133-67-5,Hypertension,MESH:D006973,therapeutic,12862209|22431579|4094184
Trichlormethiazide,D014237,133-67-5,Major Depressive Disorder,MESH:D003865,marker/mechanism,4025632
Trichlormethiazide,D014237,133-67-5,"Sinus Arrest, Cardiac",MESH:D054138,marker/mechanism,1240790
trichloroacetaldehyde,C021100,75-87-6,Alopecia,MESH:D000505,marker/mechanism,17077186|18958699
trichloroacetaldehyde,C021100,75-87-6,Dermatitis,MESH:D003872,marker/mechanism,18958699
trichloroacetaldehyde,C021100,75-87-6,Inflammation,MESH:D007249,marker/mechanism,17077186
trichloroacetaldehyde,C021100,75-87-6,Skin Diseases,MESH:D012871,marker/mechanism,17077186
Trichloroacetic Acid,D014238,76-03-9,Adenoma,MESH:D000236,marker/mechanism,3629594
Trichloroacetic Acid,D014238,76-03-9,"Carcinoma, Hepatocellular",MESH:D006528,marker/mechanism,3629594
Trichloroacetic Acid,D014238,76-03-9,Cardiovascular Abnormalities,MESH:D018376,marker/mechanism,27518881
Trichloroacetic Acid,D014238,76-03-9,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,34794354
Trichloroacetic Acid,D014238,76-03-9,"Dermatitis, Allergic Contact",MESH:D017449,marker/mechanism,12244752
Trichloroacetic Acid,D014238,76-03-9,Hepatomegaly,MESH:D006529,marker/mechanism,21549800|23575800
Trichloroacetic Acid,D014238,76-03-9,"Keratosis, Actinic",MESH:D055623,therapeutic,8601654
Trichloroacetic Acid,D014238,76-03-9,Kidney Neoplasms,MESH:D007680,marker/mechanism,11532874
Trichloroacetic Acid,D014238,76-03-9,Lentigo,MESH:D007911,therapeutic,8601654
Trichloroacetic Acid,D014238,76-03-9,Liver Neoplasms,MESH:D008113,marker/mechanism,10774822|11532874|12127263|19464572|21549800
Trichloroacetic Acid,D014238,76-03-9,"Liver Neoplasms, Experimental",MESH:D008114,marker/mechanism,15036762|8973603
Trichloroacetic Acid,D014238,76-03-9,Precancerous Conditions,MESH:D011230,marker/mechanism,34794354
Trichloroacetic Acid,D014238,76-03-9,Pulmonary Valve Stenosis,MESH:D011666,marker/mechanism,27518881
Trichloroacetic Acid,D014238,76-03-9,Tetralogy of Fallot,MESH:D013771,marker/mechanism,27518881
trichloroacetyl chloride,C037540,76-02-8,Respiratory Distress Syndrome,MESH:D012128,marker/mechanism,15292824
Trichloroethanes,D014240,,Immune System Diseases,MESH:D007154,marker/mechanism,17426840
Trichloroethylene,D014241,79-01-6,"Abnormalities, Drug-Induced",MESH:D000014,marker/mechanism,19910388
Trichloroethylene,D014241,79-01-6,Albuminuria,MESH:D000419,marker/mechanism,32763311
Trichloroethylene,D014241,79-01-6,Anaphylaxis,MESH:D000707,marker/mechanism,22467029
Trichloroethylene,D014241,79-01-6,Astrocytoma,MESH:D001254,marker/mechanism,26505805
Trichloroethylene,D014241,79-01-6,Autoimmune Diseases,MESH:D001327,marker/mechanism,17123686|17966069|18234256|23993974|25055964|33007382
Trichloroethylene,D014241,79-01-6,Birth Weight,MESH:D001724,marker/mechanism,25413571
Trichloroethylene,D014241,79-01-6,Blister,MESH:D001768,marker/mechanism,19367038
Trichloroethylene,D014241,79-01-6,Breast Neoplasms,MESH:D001943,marker/mechanism,15986119
Trichloroethylene,D014241,79-01-6,Carcinoma,MESH:D002277,marker/mechanism,20663906
Trichloroethylene,D014241,79-01-6,"Carcinoma, Hepatocellular",MESH:D006528,marker/mechanism,27618143
Trichloroethylene,D014241,79-01-6,"Carcinoma, Renal Cell",MESH:D002292,marker/mechanism,10340905|10361587|10714214|15177666|16097165|17479278|19473641|9137812|9285043
Trichloroethylene,D014241,79-01-6,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,1802361|18234256|19254012|19367038|21741468|2235804|23575800|2361581|24974766|30685357|40669774|4800729|7120509
Trichloroethylene,D014241,79-01-6,Cholangitis,MESH:D002761,marker/mechanism,25055964
Trichloroethylene,D014241,79-01-6,Dermatitis,MESH:D003872,marker/mechanism,15526526|16836882|18007983|19996547|23994554
Trichloroethylene,D014241,79-01-6,"Dermatitis, Allergic Contact",MESH:D017449,marker/mechanism,12244752|15849067|15862011|16105458|18403861
Trichloroethylene,D014241,79-01-6,"Dermatitis, Contact",MESH:D003877,marker/mechanism,18348411
Trichloroethylene,D014241,79-01-6,"Dermatitis, Exfoliative",MESH:D003873,marker/mechanism,15256158|19647757
Trichloroethylene,D014241,79-01-6,"Dermatitis, Occupational",MESH:D009783,marker/mechanism,16737583|16758956|19367038|19834256|22728725|24960064|24974766|29477354|30685357|33132242
Trichloroethylene,D014241,79-01-6,"Disease Models, Animal",MESH:D004195,marker/mechanism,25026505|30685357|31618666
Trichloroethylene,D014241,79-01-6,Dizziness,MESH:D004244,marker/mechanism,19367038
Trichloroethylene,D014241,79-01-6,Drug Eruptions,MESH:D003875,marker/mechanism,19351467|21055120|22728725|24960064|24974766|31150805
Trichloroethylene,D014241,79-01-6,Drug Hypersensitivity,MESH:D004342,marker/mechanism,18007983
Trichloroethylene,D014241,79-01-6,Edema,MESH:D004487,marker/mechanism,20450792|26095957|31068537|33132242|40669774
Trichloroethylene,D014241,79-01-6,"Epilepsies, Myoclonic",MESH:D004831,marker/mechanism,19088417
Trichloroethylene,D014241,79-01-6,Erythema,MESH:D004890,marker/mechanism,15256158|19367038|20450792|26095957|31068537|33132242|40669774
Trichloroethylene,D014241,79-01-6,Fatty Liver,MESH:D005234,marker/mechanism,20709644|4800729
Trichloroethylene,D014241,79-01-6,Fetal Growth Retardation,MESH:D005317,marker/mechanism,25413571
Trichloroethylene,D014241,79-01-6,Fetal Weight,MESH:D020567,marker/mechanism,30468822|33599830
Trichloroethylene,D014241,79-01-6,Fever,MESH:D005334,marker/mechanism,19367038
Trichloroethylene,D014241,79-01-6,Fibrosis,MESH:D005355,marker/mechanism,4800729
Trichloroethylene,D014241,79-01-6,Headache,MESH:D006261,marker/mechanism,19367038
Trichloroethylene,D014241,79-01-6,Hearing Loss,MESH:D034381,marker/mechanism,9268609
Trichloroethylene,D014241,79-01-6,"Heart Defects, Congenital",MESH:D006330,marker/mechanism,19910388|20186580|2229779|25847060
Trichloroethylene,D014241,79-01-6,Heart Diseases,MESH:D006331,marker/mechanism,33524428
Trichloroethylene,D014241,79-01-6,Hepatitis,MESH:D006505,marker/mechanism,18234256|18403861|18540116|18565563|21258588
Trichloroethylene,D014241,79-01-6,"Hepatitis, Autoimmune",MESH:D019693,marker/mechanism,11006364|19254012|21084432|25026505|28369519
Trichloroethylene,D014241,79-01-6,Hepatomegaly,MESH:D006529,marker/mechanism,19249323|21549800|23575800
Trichloroethylene,D014241,79-01-6,Hypercapnia,MESH:D006935,marker/mechanism,4696443
Trichloroethylene,D014241,79-01-6,Hypersensitivity,MESH:D006967,marker/mechanism,18540116|20450792|21741468|31618666|32763311
Trichloroethylene,D014241,79-01-6,Hypotension,MESH:D007022,marker/mechanism,4696443
