Enzyme,Action,Target_Organ,Next_Step
PROCR,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PRODH,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PRODH2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PRPS1,Inhibit,Brain,Optic atrophy polyneuropathy deafness
PRR13,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PRSS35,Inhibit,Liver,Hepatomegaly
PRTFDC1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PRTG,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PRUNE2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PRX,Inhibit,Brain,Hereditary Sensory and Motor Neuropathy
PSEN1,Inhibit,Brain,Amyloid Neuropathies
PSEN1,Inhibit,Heart,Cardiomyopathies
PSEN1,Inhibit,Heart,"Cardiomyopathy, Dilated"
PSEN1,Inhibit,Heart,"Cardiomyopathy, Dilated, 1u"
PSEN1,Inhibit,Brain,Neurodegenerative Diseases
PSEN1,Inhibit,Brain,Pick Disease of the Brain
PSEN2,Inhibit,Heart,"Cardiomyopathy, Dilated"
PSEN2,Inhibit,Heart,"Cardiomyopathy, Dilated, 1V"
PSMA2,Inhibit,Heart,Heart Diseases
PSMA4,Inhibit,Liver,Liver Neoplasms
PSMA5,Inhibit,Liver,Fatty Liver
PSMA6,Inhibit,Heart,Myocardial Infarction
PSMB10,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PSMB5,Inhibit,Heart,Myocardial Ischemia
PSMB8,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PSMB9,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PSMD11,Inhibit,Liver,"Liver Failure, Acute"
PSMD14,Inhibit,Brain,Neuroblastoma
PSME2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PSTPIP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTAFR,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTCH1,Inhibit,Brain,Brain Neoplasms
PTCH1,Inhibit,Brain,"Neuroectodermal Tumors, Primitive"
PTEN,Inhibit,Liver,"Adenoma, Liver Cell"
PTEN,Inhibit,Liver,"Carcinoma, Hepatocellular"
PTEN,Inhibit,Liver,Fatty Liver
PTEN,Inhibit,Liver,Liver Cirrhosis
PTEN,Inhibit,Heart,Myocardial Reperfusion Injury
PTEN,Inhibit,Brain,Neurodevelopmental Disorders
PTEN,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
PTER,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTER,Inhibit,Liver,Liver Neoplasms
PTF1A,Inhibit,Liver,Chemical and Drug Induced Liver Injury
PTGER2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTGES2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
PTGES3,Inhibit,Brain,Neurotoxicity Syndromes
PTGIR,Inhibit,Heart,Heart Diseases
PTGS1,Inhibit,Heart,Heart Failure
PTGS1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTGS2,Inhibit,Heart,"Arrhythmias, Cardiac"
PTGS2,Inhibit,Brain,Brain Injuries
PTGS2,Inhibit,Brain,"Brain Injuries, Traumatic"
PTGS2,Inhibit,Brain,Brain Ischemia
PTGS2,Inhibit,Liver,"Carcinoma, Hepatocellular"
PTGS2,Inhibit,Heart,Cardiomyopathies
PTGS2,Inhibit,Heart,Cardiovascular Diseases
PTGS2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
PTGS2,Inhibit,Heart,Heart Failure
PTGS2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTGS2,Inhibit,Brain,Neurogenic Inflammation
PTGS2,Inhibit,Heart,Pericardial Effusion
PTH,Inhibit,Heart,Heart Failure
PTH1R,Inhibit,Liver,"Carcinoma, Hepatocellular"
PTHLH,Inhibit,Brain,Neuroendocrine Tumors
PTK2,Inhibit,Liver,"Carcinoma, Hepatocellular"
PTK7,Inhibit,Brain,Neurodevelopmental Disorders
PTMA,Inhibit,Liver,Fatty Liver
PTN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTP4A2,Inhibit,Heart,"Heart Failure, Diastolic"
PTPN1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTPN11,Inhibit,Heart,Cardiofaciocutaneous syndrome
PTPN11,Inhibit,Brain,Neuroblastoma
PTPN11,Inhibit,Brain,Neurodevelopmental Disorders
PTPN14,Inhibit,Brain,Neuroblastoma
PTPN18,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTPN3,Inhibit,Heart,"Heart Failure, Diastolic"
PTPN6,Inhibit,Heart,Heart Valve Diseases
PTPRA,Inhibit,Heart,Myocardial Ischemia
PTPRC,Inhibit,Brain,Gastro-enteropancreatic neuroendocrine tumor
PTPRC,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTPRD,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTPRF,Inhibit,Heart,Heart Failure
PTPRO,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTPRO,Inhibit,Liver,Liver Neoplasms
PTRH1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTRH2,Inhibit,Brain,"NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET 1"
PTRHD1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PTTG1,Inhibit,Liver,"Carcinoma, Hepatocellular"
PUM1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
PURA,Inhibit,Brain,Neurodevelopmental Disorders
PURA,Inhibit,Brain,"NEURODEVELOPMENTAL DISORDER WITH NEONATAL RESPIRATORY INSUFFICIENCY, HYPOTONIA, AND FEEDING DIFFICULTIES"
PUS3,Inhibit,Brain,NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY AND GRAY SCLERAE
PVT1,Inhibit,Liver,Liver Cirrhosis
PXDN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PYCARD,Inhibit,Liver,"Carcinoma, Hepatocellular"
PYCARD,Inhibit,Heart,Heart Valve Diseases
PYCARD,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PYCR1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
PYGB,Inhibit,Heart,Myocardial Ischemia
PYGL,Inhibit,Liver,"Carcinoma, Hepatocellular"
PYGL,Inhibit,Liver,Chemical and Drug Induced Liver Injury
PZP,Inhibit,Liver,"Carcinoma, Hepatocellular"
PZP,Inhibit,Liver,Chemical and Drug Induced Liver Injury
QARS1,Inhibit,Brain,"MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY"
QDPR,Inhibit,Liver,"Liver Failure, Acute"
R3HDM2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RAB12,Inhibit,Heart,Myocardial Ischemia
RAB1B,Inhibit,Heart,Myocardial Ischemia
RAB30,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RAB31,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RAB32,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RAB40B,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RAB5A,Inhibit,Heart,Myocardial Ischemia
RAB7A,Inhibit,Heart,Myocardial Ischemia
RAB8B,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RABGAP1L,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RAC1,Inhibit,Liver,"Carcinoma, Hepatocellular"
RAC1,Inhibit,Heart,"Cardiomyopathy, Dilated"
RAC1,Inhibit,Heart,Cardiotoxicity
RAC1,Inhibit,Heart,Heart Failure
RAC1,Inhibit,Liver,Liver Diseases
RAC2,Inhibit,Heart,Heart Diseases
RAC2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RACGAP1,Inhibit,Liver,"Carcinoma, Hepatocellular"
RAD54L,Inhibit,Liver,"Carcinoma, Hepatocellular"
RAF1,Inhibit,Heart,"Cardiomyopathy, Dilated"
RAF1,Inhibit,Heart,"CARDIOMYOPATHY, DILATED, 1NN"
RAF1,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
RAF1,Inhibit,Liver,Liver Neoplasms
RAG2,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
RAI1,Inhibit,Brain,Neurobehavioral Manifestations
RALBP1,Inhibit,Heart,Myocardial Ischemia
RAMP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RARA,Inhibit,Liver,"Carcinoma, Hepatocellular"
RARA,Inhibit,Brain,Sciatic Neuropathy
RARB,Inhibit,Brain,Sciatic Neuropathy
RARG,Inhibit,Heart,Cardiotoxicity
RARG,Inhibit,Heart,Heart Diseases
RARRES1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RASA1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
RASSF1,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
RASSF4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RASSF5,Inhibit,Brain,Neuroblastoma
RB1,Inhibit,Brain,Brain Ischemia
RB1,Inhibit,Liver,"Carcinoma, Hepatocellular"
RB1,Inhibit,Liver,"Liver Neoplasms, Experimental"
RBCK1,Inhibit,Heart,Cardiomegaly
RBL2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RBM20,Inhibit,Heart,"Cardiomyopathy, Dilated, 1DD"
RBM28,Inhibit,Brain,"Alopecia, Neurologic Defects, and Endocrinopathy Syndrome"
RBM3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RBMY,Inhibit,Liver,"Carcinoma, Hepatocellular"
RBMY,Inhibit,Liver,"Liver Neoplasms, Experimental"
RBP1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
RBP4,Inhibit,Heart,Heart Failure
RBP4,Inhibit,Liver,"Liver Diseases, Alcoholic"
RBPJ,Inhibit,Liver,Adams Oliver syndrome
RCAN1,Inhibit,Liver,"Carcinoma, Hepatocellular"
RCAN1,Inhibit,Heart,"Heart Defects, Congenital"
RCAN2,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
RCN1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RCN2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RCSD1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RDH10,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RDH13,Inhibit,Liver,Chemical and Drug Induced Liver Injury
RDH13,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RDH2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RDH3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RDX,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
RECK,Inhibit,Liver,"Liver Cirrhosis, Experimental"
REEP1,Inhibit,Brain,"Neuronopathy, Distal Hereditary Motor, Type V"
REEP5,Inhibit,Liver,Chemical and Drug Induced Liver Injury
REEP5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RELA,Inhibit,Brain,"Brain Injuries, Traumatic"
RELA,Inhibit,Brain,Brain Ischemia
RELA,Inhibit,Brain,Brain Neoplasms
RELA,Inhibit,Liver,"Cholestasis, Extrahepatic"
RELA,Inhibit,Liver,Hepatic Insufficiency
RELA,Inhibit,Liver,Hepatomegaly
RELA,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
RELA,Inhibit,Liver,"Liver Cirrhosis, Biliary"
RELA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RELA,Inhibit,Brain,Neuroblastoma
RELL1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
REN,Inhibit,Heart,Cardiomegaly
REN,Inhibit,Heart,Heart Failure
REN,Inhibit,Liver,Liver Cirrhosis
REN,Inhibit,Heart,Myocardial Infarction
REN2,Inhibit,Heart,Cardiomegaly
REN2,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
RENBP,Inhibit,Heart,"Cardiomyopathy, Dilated"
RERE,Inhibit,Heart,"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART"
RETN,Inhibit,Heart,Heart Failure
RETREG1,Inhibit,Brain,Hereditary Sensory and Autonomic Neuropathies
RETREG1,Inhibit,Brain,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA"
RETREG1,Inhibit,Brain,"Neuropathy, Hereditary Sensory And Autonomic, Type IIB"
RFC1,Inhibit,Brain,Hereditary Sensory and Motor Neuropathy
RFC1,Inhibit,Brain,"Neuropathy, Hereditary Sensory And Autonomic, Type I, With Cough And Gastroesophageal Reflux"
RGCC,Inhibit,Heart,Myocardial Ischemia
RGD1565959,Inhibit,Liver,Hepatomegaly
RGN,Inhibit,Liver,Chemical and Drug Induced Liver Injury
RGN,Inhibit,Liver,Liver Cirrhosis
RGN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RGN,Inhibit,Liver,"Liver Neoplasms, Experimental"
RGS10,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RGS2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RGS3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RGS5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RHOA,Inhibit,Brain,Neurocutaneous Syndromes
RHOC,Inhibit,Heart,Myocardial Ischemia
RHOJ,Inhibit,Heart,Cardiomyopathies
RHOQ,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RIDA,Inhibit,Liver,"Liver Failure, Acute"
RIGI,Inhibit,Liver,Hepatitis C
RIMS1,Inhibit,Brain,Neurodevelopmental Disorders
RIPK3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
RIPK3,Inhibit,Liver,Fatty Liver
RIPK3,Inhibit,Heart,Heart Valve Diseases
RIT1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RLN3,Inhibit,Heart,Myocardial Ischemia
RMDN2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RMND5B,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RMST,Inhibit,Heart,Heart Failure
RNASE4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RNASE6,Inhibit,Liver,Liver Diseases
RNASE6,Inhibit,Brain,Neurotoxicity Syndromes
RNASEH2A,Inhibit,Heart,Aicardi-Goutieres Syndrome 4
RNASEH2B,Inhibit,Heart,Aicardi-Goutieres syndrome
RNASEH2C,Inhibit,Heart,Aicardi-Goutieres Syndrome 3
RNASEL,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RNASET2,Inhibit,Brain,Brain Diseases
RND3,Inhibit,Liver,"Carcinoma, Hepatocellular"
RNF10,Inhibit,Heart,Cardiotoxicity
RNF157,Inhibit,Liver,"Carcinoma, Hepatocellular"
RNF39,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RNF43,Inhibit,Liver,"Liver Diseases, Parasitic"
ROBO1,Inhibit,Liver,"Carcinoma, Hepatocellular"
ROBO2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
ROBO2,Inhibit,Liver,"Liver Diseases, Parasitic"
ROCK2,Inhibit,Heart,Cardiomegaly
ROCK2,Inhibit,Heart,Heart Failure
RPH3AL,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RPL17,Inhibit,Heart,Myocardial Ischemia
RPS6,Inhibit,Liver,"Carcinoma, Hepatocellular"
RPS6KA3,Inhibit,Liver,"Carcinoma, Hepatocellular"
RPS6KB1,Inhibit,Brain,"Ceroid lipofuscinosis, neuronal 1, infantile"
RRAD,Inhibit,Heart,Cardiomegaly
RRAS2,Inhibit,Liver,"Liver Neoplasms, Experimental"
RRM1,Inhibit,Liver,"Carcinoma, Hepatocellular"
RRM2,Inhibit,Liver,"Carcinoma, Hepatocellular"
RSAD2,Inhibit,Heart,Heart Failure
RSAD2,Inhibit,Heart,Myocardial Ischemia
RSPO3,Inhibit,Liver,"Carcinoma, Hepatocellular"
RSRP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RT1-BA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RT1-CE5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RT1-DA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RT1-DB1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RT1-DMA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RT1-DMB,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RT1-DOA,Inhibit,Liver,Liver Diseases
RT1-M3-1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RT1-N3,Inhibit,Heart,Myocardial Ischemia
RTN1,Inhibit,Heart,Myocardial Ischemia
RTN4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RTP3,Inhibit,Liver,"Carcinoma, Hepatocellular"
RTP3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
RTP3,Inhibit,Liver,Liver Neoplasms
RUNX3,Inhibit,Liver,"Carcinoma, Hepatocellular"
RUNX3,Inhibit,Brain,Gastro-enteropancreatic neuroendocrine tumor
RXRA,Inhibit,Brain,Sciatic Neuropathy
RXRG,Inhibit,Heart,Myocardial Ischemia
RYR2,Inhibit,Heart,"Arrhythmias, Cardiac"
RYR2,Inhibit,Heart,"Death, Sudden, Cardiac"
RYR2,Inhibit,Heart,Diabetic Cardiomyopathies
RYR2,Inhibit,Heart,Myocardial Ischemia
RYR2,Inhibit,Heart,Polymorphic Catecholaminergic Ventricular Tachycardia
RYR2,Inhibit,Heart,Tachycardia
RYR2,Inhibit,Heart,"Tachycardia, Ventricular"
RYR2,Inhibit,Heart,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY"
S100A10,Inhibit,Liver,"Liver Cirrhosis, Experimental"
S100A11,Inhibit,Liver,Chemical and Drug Induced Liver Injury
S100A11,Inhibit,Liver,"Liver Cirrhosis, Experimental"
S100A5,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
S100A6,Inhibit,Liver,"Liver Cirrhosis, Experimental"
S100A9,Inhibit,Liver,"Liver Cirrhosis, Experimental"
S100B,Inhibit,Brain,Brain Edema
S100B,Inhibit,Brain,Brain Injuries
S100B,Inhibit,Brain,"Brain Injuries, Diffuse"
S100B,Inhibit,Brain,Brain Neoplasms
S100B,Inhibit,Brain,Cerebral Hemorrhage
S100B,Inhibit,Liver,Hepatic Encephalopathy
S100B,Inhibit,Heart,Myocardial Infarction
S1PR1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
S1PR2,Inhibit,Heart,Heart Diseases
SACK1D,Inhibit,Liver,"Carcinoma, Hepatocellular"
SALL4,Inhibit,Heart,"Heart Septal Defects, Ventricular"
SAMD11,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SAMHD1,Inhibit,Heart,Aicardi-Goutieres syndrome
SAMHD1,Inhibit,Heart,Aicardi-Goutieres syndrome 5
SAP130,Inhibit,Heart,Hypoplastic Left Heart Syndrome
SAP130A,Inhibit,Heart,"Heart Defects, Congenital"
SASH3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SBSPON,Inhibit,Liver,Hepatomegaly
SC5D,Inhibit,Liver,Liver Diseases
SCAP,Inhibit,Liver,"Carcinoma, Hepatocellular"
SCARB1,Inhibit,Liver,Hepatitis C
SCARB1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
SCD,Inhibit,Liver,"Carcinoma, Hepatocellular"
SCD,Inhibit,Liver,Liver Neoplasms
SCD1,Inhibit,Liver,Fatty Liver
SCD1,Inhibit,Heart,Heart Failure
SCD2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SCN10A,Inhibit,Heart,Heart Block
SCN11A,Inhibit,Brain,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII"
SCN1A,Inhibit,Brain,Neurodevelopmental Disorders
SCN2A,Inhibit,Brain,Neurodevelopmental Disorders
SCN5A,Inhibit,Heart,"Cardiomyopathy, Dilated, 1E"
SCN5A,Inhibit,Heart,"PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IA"
SCN5A,Inhibit,Heart,"Tachycardia, Ventricular"
SCN8A,Inhibit,Brain,Neurodevelopmental Disorders
SCN9A,Inhibit,Brain,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA"
SCO1,Inhibit,Brain,Brain Diseases
SCO1,Inhibit,Heart,Heart Diseases
SCO1,Inhibit,Liver,Liver Diseases
SCO1,Inhibit,Liver,"Liver Failure, Acute"
SCO2,Inhibit,Brain,"Brain Diseases, Metabolic, Inborn"
SCO2,Inhibit,Heart,"Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency"
SCO2,Inhibit,Heart,Cardiomyopathies
SCO2,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
SCP2,Inhibit,Brain,LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY
SCP2,Inhibit,Brain,Polyneuropathies
SCT,Inhibit,Heart,Tachycardia
SDHA,Inhibit,Heart,"Cardiomyopathy, Dilated"
SDHAF2,Inhibit,Liver,Hepatolenticular Degeneration
SDR42E1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SDS,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SEC63,Inhibit,Liver,Polycystic liver disease
SECTM1B,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SELE,Inhibit,Brain,Brain Ischemia
SELE,Inhibit,Heart,Cardiovascular Diseases
SELE,Inhibit,Heart,Myocardial Ischemia
SELENBP1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SELENBP2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SELENOM,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SELENOP,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SELENOP,Inhibit,Brain,Neurodegenerative Diseases
SELENOW,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SELL,Inhibit,Heart,Myocardial Infarction
SELP,Inhibit,Heart,Myocardial Ischemia
SELP,Inhibit,Heart,Myocardial Reperfusion Injury
SELP,Inhibit,Brain,Neurobehavioral Manifestations
SEMA3A,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SEMA3B,Inhibit,Brain,Neuroblastoma
SEMA4A,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SEMA6D,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SENP2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SENP2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SERPINA1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SERPINA1,Inhibit,Brain,Gastro-enteropancreatic neuroendocrine tumor
SERPINA1,Inhibit,Liver,Liver Cirrhosis
SERPINA1,Inhibit,Liver,Liver Diseases
SERPINA1,Inhibit,Brain,Neurodegenerative Diseases
SERPINA1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
SERPINA3K,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SERPINA3M,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SERPINA4,Inhibit,Liver,"Carcinoma, Hepatocellular"
SERPINA4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SERPINA6,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SERPINA6,Inhibit,Liver,Fatty Liver
SERPINA6,Inhibit,Liver,Liver Cirrhosis
SERPINA6,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SERPINA7,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SERPINB2,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
SERPINB9,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SERPINC1,Inhibit,Brain,Brain Injuries
SERPINC1,Inhibit,Brain,Cerebral Hemorrhage
SERPINC1,Inhibit,Brain,Craniocerebral Trauma
SERPINC1,Inhibit,Liver,"Liver Failure, Acute"
SERPINE1,Inhibit,Liver,Fatty Liver
SERPINE1,Inhibit,Heart,Heart Failure
SERPINE1,Inhibit,Liver,Liver Diseases
SERPING1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SERPING1,Inhibit,Liver,Liver Cirrhosis
SERPINH1,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
SERPINH1,Inhibit,Liver,Liver Cirrhosis
SERPINH1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SERPINI1,Inhibit,Brain,Familial encephalopathy with neuroserpin inclusion bodies
SESN2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SESN2,Inhibit,Liver,Hepatomegaly
SETBP1,Inhibit,Brain,Neurodevelopmental Disorders
SETD2,Inhibit,Brain,Neurodevelopmental Disorders
SETD5,Inhibit,Brain,Neurodevelopmental Disorders
SEZ6,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SFN,Inhibit,Liver,"Carcinoma, Hepatocellular"
SFRP1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SFRP1,Inhibit,Heart,Heart Diseases
SFRP1,Inhibit,Heart,"Heart Failure, Diastolic"
SGCB,Inhibit,Heart,Cardiomyopathies
SGCB,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SGCD,Inhibit,Heart,Cardiomyopathies
SGCD,Inhibit,Heart,"Cardiomyopathy, Dilated, 1l"
SGF29,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SGK1,Inhibit,Brain,Diabetic Neuropathies
SGK2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SGO1,Inhibit,Heart,"Arrhythmias, Cardiac"
SH2B3,Inhibit,Heart,Myocardial Infarction
SH3BGRL3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SH3GL1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SH3TC2,Inhibit,Brain,"MONONEUROPATHY OF THE MEDIAN NERVE, MILD"
SHBG,Inhibit,Heart,"Cardiomyopathy, Dilated"
SHC1,Inhibit,Heart,Cardiomegaly
SHC1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SHC1,Inhibit,Liver,Liver Cirrhosis
SHCBP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SHFM1,Inhibit,Brain,Neuroblastoma
SHH,Inhibit,Liver,"Carcinoma, Hepatocellular"
SHISA3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SIGLEC5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SIK1,Inhibit,Heart,"Cardiomyopathy, Dilated"
SIK2,Inhibit,Liver,"Carcinoma, Hepatocellular"
SIPA1L1,Inhibit,Heart,"Heart Failure, Diastolic"
SIRT1,Inhibit,Brain,Brain Infarction
SIRT1,Inhibit,Brain,Brain Neoplasms
SIRT1,Inhibit,Brain,"Ceroid lipofuscinosis, neuronal 1, infantile"
SIRT1,Inhibit,Liver,Fatty Liver
SIRT1,Inhibit,Heart,Heart Diseases
SIRT1,Inhibit,Heart,Heart Failure
SIRT1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SIRT1,Inhibit,Heart,Myocardial Reperfusion Injury
SIRT1,Inhibit,Brain,Neurodegenerative Diseases
SIRT1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
SIRT4,Inhibit,Heart,Cardiomegaly
SIRT4,Inhibit,Heart,Endomyocardial Fibrosis
SIRT6,Inhibit,Heart,Cardiomegaly
SIRT6,Inhibit,Heart,Cardiotoxicity
SIRT6,Inhibit,Heart,Endomyocardial Fibrosis
SIRT6,Inhibit,Liver,Fatty Liver
SIRT7,Inhibit,Liver,Fatty Liver
SIX3,Inhibit,Liver,Liver Neoplasms
SKA1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SKA3,Inhibit,Liver,"Carcinoma, Hepatocellular"
SKAP2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
