Enzyme,Action,Target_Organ,Next_Step
SKIC2,Inhibit,Liver,Trichohepatoenteric Syndrome
SKIC3,Inhibit,Liver,Trichohepatoenteric Syndrome
SKN-1,Inhibit,Brain,"Gait Disorders, Neurologic"
SKN-1,Inhibit,Brain,Neuromuscular Manifestations
SKP2,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLAMF9,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC10A1,Inhibit,Liver,Hepatitis B
SLC10A1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC10A7,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SLC11A2,Inhibit,Liver,Liver Neoplasms
SLC12A2,Inhibit,Heart,Cardiovascular Diseases
SLC12A6,Inhibit,Brain,Corpus callosum agenesis neuronopathy
SLC13A4,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SLC13A4,Inhibit,Liver,Liver Cirrhosis
SLC13A5,Inhibit,Liver,Fatty Liver
SLC15A3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC17A1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC17A2,Inhibit,Liver,Liver Cirrhosis
SLC17A2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC19A2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC1A1,Inhibit,Brain,Brain Diseases
SLC20A1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC22A1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLC22A10,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLC22A23,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC22A3,Inhibit,Heart,Myocarditis
SLC22A4,Inhibit,Heart,Myocarditis
SLC22A5,Inhibit,Heart,"Cardiomyopathy, Dilated"
SLC22A5,Inhibit,Heart,Myocarditis
SLC22A8,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SLC22A8,Inhibit,Liver,Fatty Liver
SLC22A8,Inhibit,Liver,Liver Cirrhosis
SLC22A8,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC23A1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC25A12,Inhibit,Brain,"Hypomyelination, Global Cerebral"
SLC25A13,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC25A19,Inhibit,Brain,THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE)
SLC25A24,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC25A29,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SLC25A30,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC25A4,Inhibit,Heart,Diabetic Cardiomyopathies
SLC25A4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC25A4,Inhibit,Heart,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT"
SLC25A4,Inhibit,Heart,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE"
SLC25A46,Inhibit,Brain,"NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB, WITH OPTIC ATROPHY"
SLC25A47,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLC26A6,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLC29A3,Inhibit,Heart,"Heart Defects, Congenital"
SLC29A3,Inhibit,Liver,Hepatomegaly
SLC2A1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLC2A1,Inhibit,Liver,"Cryohydrocytosis, Stomatin-Deficient, with Mental Retardation, Seizures, Cataracts, and Massive Hepatosplenomegaly"
SLC2A1,Inhibit,Liver,Liver Neoplasms
SLC2A2,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLC2A2,Inhibit,Liver,Fatty Liver
SLC2A4,Inhibit,Heart,Cardiomegaly
SLC30A10,Inhibit,Liver,Hypermanganesemia with Dystonia Polycythemia and Cirrhosis
SLC30A10,Inhibit,Liver,Liver Cirrhosis
SLC31A1,Inhibit,Liver,"Liver Neoplasms, Experimental"
SLC37A4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC38A9,Inhibit,Liver,Liver Neoplasms
SLC39A6,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC39A8,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC40A1,Inhibit,Liver,Liver Neoplasms
SLC43A2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC44A2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC46A1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC4A1,Inhibit,Heart,Pseudohyperkalemia Cardiff
SLC4A2,Inhibit,Liver,"Liver Cirrhosis, Biliary"
SLC4A3,Inhibit,Heart,Heart Diseases
SLC4A4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC51A,Inhibit,Liver,"Liver Cirrhosis, Biliary"
SLC51B,Inhibit,Liver,"Liver Cirrhosis, Biliary"
SLC5A5,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLC5A7,Inhibit,Brain,"Neuropathy, Distal Hereditary Motor, Type VIIA"
SLC66A3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC66A3,Inhibit,Liver,Liver Neoplasms
SLC6A1,Inhibit,Brain,Neurodevelopmental Disorders
SLC6A5,Inhibit,Brain,Brain Diseases
SLC6A6,Inhibit,Heart,Myocardial Ischemia
SLC7A1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLC8A1,Inhibit,Heart,Myocardial Ischemia
SLC8A1,Inhibit,Heart,Myocardial Reperfusion Injury
SLC9A1,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
SLC9A1,Inhibit,Heart,Heart Failure
SLCO1A1,Inhibit,Liver,Liver Diseases
SLCO1B1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SLFN2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SLIT2,Inhibit,Liver,"Carcinoma, Hepatocellular"
SLPI,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SMAD2,Inhibit,Liver,Copper-Overload Cirrhosis
SMAD2,Inhibit,Liver,"Hepatitis, Chronic"
SMAD2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SMAD3,Inhibit,Liver,Liver Cirrhosis
SMAD3,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
SMAD4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SMAD4,Inhibit,Liver,"Liver Diseases, Parasitic"
SMARCC1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SMC1A,Inhibit,Brain,Neurodevelopmental Disorders
SMC2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SMC3,Inhibit,Brain,Neurodevelopmental Disorders
SMC5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SMG9,Inhibit,Heart,HEART AND BRAIN MALFORMATION SYNDROME
SMO,Inhibit,Brain,Brain Neoplasms
SMO,Inhibit,Brain,"Neuroectodermal Tumors, Primitive"
SMOC1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SMOC2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SMOX,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
SNAI1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SNAP23,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SNAP23,Inhibit,Heart,Myocardial Ischemia
SNAP25,Inhibit,Brain,Neurodevelopmental Disorders
SNAP25,Inhibit,Brain,Neuromuscular Manifestations
SNAP29,Inhibit,Brain,"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome"
SNAP29,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SNCA,Inhibit,Heart,Heart Failure
SNCA,Inhibit,Liver,Hepatolenticular Degeneration
SNCA,Inhibit,Brain,Neurobehavioral Manifestations
SNCA,Inhibit,Brain,Neurodegenerative Diseases
SNF4AGAMMA,Inhibit,Brain,Neurodegenerative Diseases
SNHG11,Inhibit,Liver,Liver Neoplasms
SNHG12,Inhibit,Brain,Neurotoxicity Syndromes
SNORD118,Inhibit,Brain,Leukoencephalopathy Brain Calcifications and Cysts
SNRPB,Inhibit,Brain,Cerebrocostomandibular Syndrome
SNX10,Inhibit,Liver,Liver Neoplasms
SNX18,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SNX27,Inhibit,Liver,"Carcinoma, Hepatocellular"
SNX27,Inhibit,Liver,"Liver Neoplasms, Experimental"
SNX7,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SOAT1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SOCS1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SOCS1,Inhibit,Liver,Liver Diseases
SOCS1,Inhibit,Liver,"Liver Neoplasms, Experimental"
SOCS2,Inhibit,Liver,"Carcinoma, Hepatocellular"
SOCS2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SOCS3,Inhibit,Liver,"Carcinoma, Hepatocellular"
SOCS3,Inhibit,Liver,Liver Diseases
SOCS3,Inhibit,Heart,Myocardial Ischemia
SOD1,Inhibit,Brain,Brain Ischemia
SOD1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SOD1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SOD1,Inhibit,Liver,Fatty Liver
SOD1,Inhibit,Liver,"Fatty Liver, Alcoholic"
SOD1,Inhibit,Brain,"Gait Disorders, Neurologic"
SOD1,Inhibit,Heart,Heart Failure
SOD1,Inhibit,Liver,"Hepatitis, Chronic"
SOD1,Inhibit,Liver,Liver Diseases
SOD1,Inhibit,Brain,Motor Neuron Disease
SOD1,Inhibit,Heart,Myocardial Infarction
SOD2,Inhibit,Brain,Brain Injuries
SOD2,Inhibit,Brain,Brain Ischemia
SOD2,Inhibit,Brain,Brain Neoplasms
SOD2,Inhibit,Liver,"Carcinoma, Hepatocellular"
SOD2,Inhibit,Heart,Cardiomegaly
SOD2,Inhibit,Heart,Cardiomyopathies
SOD2,Inhibit,Heart,"Cardiomyopathy, Dilated"
SOD2,Inhibit,Heart,Cataract and cardiomyopathy
SOD2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SOD2,Inhibit,Liver,Fatty Liver
SOD2,Inhibit,Heart,Heart Failure
SOD2,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
SOD2,Inhibit,Liver,Liver Cirrhosis
SOD2,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
SOD2,Inhibit,Heart,Myocardial Infarction
SOD2,Inhibit,Heart,Myocardial Ischemia
SOD2,Inhibit,Brain,Neurodegenerative Diseases
SOD2,Inhibit,Heart,"Shock, Cardiogenic"
SOD3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SOD3,Inhibit,Heart,Heart Failure
SORD,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SORD,Inhibit,Heart,Myocardial Reperfusion Injury
SORL1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SORT1,Inhibit,Heart,Cardiovascular Diseases
SORT1,Inhibit,Liver,Liver Diseases
SOX10,Inhibit,Brain,"Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease"
SOX2,Inhibit,Brain,Brain Neoplasms
SOX2-OT,Inhibit,Heart,Heart Failure
SOX4,Inhibit,Heart,Cardiomegaly
SOX4,Inhibit,Heart,Heart Failure
SOX4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SOX4,Inhibit,Liver,"Liver Neoplasms, Experimental"
SOX9A,Inhibit,Brain,Brain Neoplasms
SP110,Inhibit,Liver,Hepatic venoocclusive disease with immunodeficiency
SP140,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SPARC,Inhibit,Liver,Hepatitis
SPARC,Inhibit,Liver,Liver Cirrhosis
SPARC,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SPARC,Inhibit,Heart,Myocardial Ischemia
SPAST,Inhibit,Brain,Neurodevelopmental Disorders
SPATA21,Inhibit,Liver,Liver Neoplasms
SPC25,Inhibit,Liver,"Carcinoma, Hepatocellular"
SPHK2,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
SPHKAP,Inhibit,Heart,Heart Failure
SPIB,Inhibit,Liver,"Liver Cirrhosis, Biliary"
SPIN2A,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SPIN2A,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SPMD1,Inhibit,Brain,Neurodegenerative Diseases
SPN,Inhibit,Heart,Heart Valve Diseases
SPP1,Inhibit,Brain,Brain Neoplasms
SPP1,Inhibit,Brain,Cerebral Hemorrhage
SPP1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SPP1,Inhibit,Heart,Diabetic Cardiomyopathies
SPP1,Inhibit,Heart,Heart Diseases
SPP1,Inhibit,Heart,Heart Valve Diseases
SPP1,Inhibit,Liver,Liver Cirrhosis
SPP1,Inhibit,Liver,"Liver Diseases, Alcoholic"
SPP1,Inhibit,Liver,"Liver Neoplasms, Experimental"
SPRED1,Inhibit,Brain,Neurofibromatosis 1
SPRTN,Inhibit,Liver,"Carcinoma, Hepatocellular"
SPSB4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SPTAN1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SPTAN1,Inhibit,Brain,Neurodegenerative Diseases
SPTLC1,Inhibit,Brain,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA"
SPTLC2,Inhibit,Brain,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC"
SQLE,Inhibit,Liver,"Liver Neoplasms, Experimental"
SQSTM1,Inhibit,Brain,"NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET"
SRC,Inhibit,Heart,Cardiomegaly
SRCAP,Inhibit,Brain,Neurodevelopmental Disorders
SRD5A1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SREBF1,Inhibit,Liver,"Carcinoma, Hepatocellular"
SREBF1,Inhibit,Liver,Fatty Liver
SREBF1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SREBF1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
SREBF2,Inhibit,Liver,"Carcinoma, Hepatocellular"
SRGAP3,Inhibit,Brain,Neurodevelopmental Disorders
SRGN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SRI,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SRMS,Inhibit,Liver,Liver Neoplasms
SRP72,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SRPX,Inhibit,Liver,"Carcinoma, Hepatocellular"
SRR,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SRSF3,Inhibit,Heart,Diabetic Cardiomyopathies
SRSF5,Inhibit,Liver,Liver Diseases
SRSF5,Inhibit,Brain,Neurotoxicity Syndromes
SSTR1,Inhibit,Brain,Neuroendocrine Tumors
SSTR2,Inhibit,Brain,Neuroendocrine Tumors
SSTR3,Inhibit,Brain,Neuroendocrine Tumors
SSX1,Inhibit,Liver,"Carcinoma, Hepatocellular"
ST14,Inhibit,Liver,"Liver Cirrhosis, Experimental"
ST8SIA1,Inhibit,Liver,Liver Diseases
ST8SIA1,Inhibit,Brain,Neurotoxicity Syndromes
STAB2,Inhibit,Liver,"Carcinoma, Hepatocellular"
STAC3,Inhibit,Liver,Hepatomegaly
STAC3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
STAC3,Inhibit,Liver,Liver Neoplasms
STAMBP,Inhibit,Brain,Brain Diseases
STARD13,Inhibit,Liver,"Liver Cirrhosis, Experimental"
STAT1,Inhibit,Liver,"Carcinoma, Hepatocellular"
STAT1,Inhibit,Liver,Liver Cirrhosis
STAT3,Inhibit,Brain,Brain Ischemia
STAT3,Inhibit,Heart,Cardiomegaly
STAT3,Inhibit,Heart,Cardiomyopathies
STAT3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
STAT3,Inhibit,Liver,Copper-Overload Cirrhosis
STAT3,Inhibit,Heart,Heart Failure
STAT3,Inhibit,Liver,"Hepatitis, Chronic"
STAT3,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
STAT3,Inhibit,Liver,Liver Neoplasms
STAT3,Inhibit,Liver,"Liver Neoplasms, Experimental"
STAT4,Inhibit,Liver,"Carcinoma, Hepatocellular"
STAT4,Inhibit,Liver,Hepatitis B
STAT4,Inhibit,Liver,"Liver Cirrhosis, Biliary"
STAT5A,Inhibit,Heart,Myocardial Ischemia
STAU2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
STC2,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
STEAP4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
STING1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
STK10,Inhibit,Liver,"Liver Cirrhosis, Experimental"
STMN1,Inhibit,Liver,"Carcinoma, Hepatocellular"
STN1,Inhibit,Brain,Cerebroretinal Microangiopathy with Calcifications and Cysts
STRA6,Inhibit,Heart,Cardiovascular Abnormalities
STRA6,Inhibit,Heart,"Heart Defects, Congenital"
STS,Inhibit,Liver,Fatty Liver
STS,Inhibit,Liver,"Hepatitis, Alcoholic"
STX6,Inhibit,Brain,"Ceroid Lipofuscinosis, Neuronal, 6"
STXBP1,Inhibit,Brain,Neurodevelopmental Disorders
SULT1A1,Inhibit,Heart,Myocardial Ischemia
SULT1C3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SULT1E1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SULT1E1,Inhibit,Liver,"Hepatitis, Alcoholic"
SULT1E1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SULT1E1,Inhibit,Liver,Liver Diseases
SULT2A1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SULT2B1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SUOX,Inhibit,Liver,Chemical and Drug Induced Liver Injury
SUZ12,Inhibit,Brain,Neurofibroma
SYNGAP1,Inhibit,Brain,Neurodevelopmental Disorders
SYNRG,Inhibit,Liver,"Liver Cirrhosis, Experimental"
SYP,Inhibit,Brain,"Ceroid lipofuscinosis, neuronal 1, infantile"
SYP,Inhibit,Brain,"Ceroid Lipofuscinosis, Neuronal, 6"
TAB2,Inhibit,Heart,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2"
TAC1,Inhibit,Heart,Bradycardia
TAC1,Inhibit,Brain,Neurogenic Inflammation
TACC3,Inhibit,Liver,"Carcinoma, Hepatocellular"
TACR1,Inhibit,Heart,Bradycardia
TACR1,Inhibit,Brain,Neurogenic Inflammation
TAF2,Inhibit,Brain,"NEURODEVELOPMENTAL DISORDER WITH FEEDING DIFFICULTIES, THIN CORPUS CALLOSUM, AND FOOT DEFORMITY"
TAGLN2,Inhibit,Liver,"Carcinoma, Hepatocellular"
TAGLN2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
TAGLN2,Inhibit,Liver,Liver Cirrhosis
TAGLN2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TALDO1,Inhibit,Liver,"Carcinoma, Hepatocellular"
TALDO1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
TANC2,Inhibit,Brain,Neurodevelopmental Disorders
TAP1,Inhibit,Heart,Myocardial Ischemia
TAP2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TARDBP,Inhibit,Brain,Neurodegenerative Diseases
TATDN1,Inhibit,Liver,"Carcinoma, Hepatocellular"
TAX1BP3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TBC1D9,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TBCA,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
TBCD,Inhibit,Brain,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM"
TBCD,Inhibit,Brain,Neurodegenerative Diseases
TBL1XR1,Inhibit,Brain,Neurodevelopmental Disorders
TBR1,Inhibit,Brain,Neurodevelopmental Disorders
TBX1,Inhibit,Heart,CONOTRUNCAL HEART MALFORMATIONS
TBX1,Inhibit,Heart,"Heart Defects, Congenital"
TBX2,Inhibit,Brain,Neuroblastoma
TBX20,Inhibit,Heart,Cardiomegaly
TBX20,Inhibit,Heart,Heart Failure
TBXA2R,Inhibit,Liver,Chemical and Drug Induced Liver Injury
TCAP,Inhibit,Heart,"Cardiomyopathy, Dilated, 1N"
TCF19,Inhibit,Liver,"Carcinoma, Hepatocellular"
TCF20,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TCF4,Inhibit,Heart,Heart Diseases
TCF4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TCF4,Inhibit,Liver,Liver Neoplasms
TCF4,Inhibit,Brain,Neurodevelopmental Disorders
TCF7L2,Inhibit,Heart,"Cardiomyopathy, Dilated"
TCF7L2,Inhibit,Heart,Myocardial Ischemia
TCF7L2,Inhibit,Brain,Neurodevelopmental Disorders
TCIM,Inhibit,Liver,"Carcinoma, Hepatocellular"
TCTN1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
TDP1,Inhibit,Brain,"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy"
TEAD1B,Inhibit,Brain,Brain Neoplasms
TECPR2,Inhibit,Brain,Neuroaxonal Dystrophies
TECPR2,Inhibit,Brain,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IX, WITH DEVELOPMENTAL DELAY"
TECRL,Inhibit,Heart,Polymorphic Catecholaminergic Ventricular Tachycardia
TEDC2,Inhibit,Liver,"Carcinoma, Hepatocellular"
TEK,Inhibit,Liver,"Liver Neoplasms, Experimental"
TERT,Inhibit,Liver,"Carcinoma, Hepatocellular"
TERT,Inhibit,Liver,Liver Neoplasms
TERT,Inhibit,Brain,Neuroblastoma
TES,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TF,Inhibit,Liver,Chemical and Drug Induced Liver Injury
TF,Inhibit,Liver,Fatty Liver
TF,Inhibit,Liver,Hepatitis
TFAM,Inhibit,Brain,"Ceroid lipofuscinosis, neuronal 1, infantile"
TFAM,Inhibit,Liver,Liver Cirrhosis
TFAM,Inhibit,Liver,MITOCHONDRIAL DNA DEPLETION SYNDROME 15 (HEPATOCEREBRAL TYPE)
TFEC,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TFF3,Inhibit,Liver,"Hepatitis, Animal"
TFG,Inhibit,Brain,"Neuropathy, hereditary motor and sensory, Okinawa type"
TFPI2,Inhibit,Liver,"Carcinoma, Hepatocellular"
TFPI2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TFRC,Inhibit,Heart,Myocardial Ischemia
TFRC,Inhibit,Heart,Myocardial Reperfusion Injury
TGFA,Inhibit,Liver,"Carcinoma, Hepatocellular"
TGFA,Inhibit,Liver,Hepatoblastoma
TGFA,Inhibit,Liver,Liver Neoplasms
TGFA,Inhibit,Liver,"Liver Neoplasms, Experimental"
TGFB1,Inhibit,Brain,Brain Diseases
TGFB1,Inhibit,Liver,"Carcinoma, Hepatocellular"
TGFB1,Inhibit,Liver,"Cholestasis, Extrahepatic"
TGFB1,Inhibit,Liver,Copper-Overload Cirrhosis
TGFB1,Inhibit,Brain,Diabetic Neuropathies
TGFB1,Inhibit,Heart,Endomyocardial Fibrosis
TGFB1,Inhibit,Liver,Hepatic Insufficiency
TGFB1,Inhibit,Liver,"Hepatitis, Autoimmune"
TGFB1,Inhibit,Liver,"Hepatitis, Chronic"
TGFB1,Inhibit,Liver,Hepatomegaly
TGFB1,Inhibit,Liver,Liver Cirrhosis
TGFB1,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
TGFB1,Inhibit,Liver,"Liver Cirrhosis, Biliary"
TGFB1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TGFB1,Inhibit,Liver,"Liver Neoplasms, Experimental"
TGFB1,Inhibit,Heart,Myocardial Infarction
TGFB1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
TGFB1A,Inhibit,Brain,Brain Neoplasms
TGFB2,Inhibit,Liver,"Carcinoma, Hepatocellular"
TGFB2,Inhibit,Heart,"Heart Defects, Congenital"
TGFB3,Inhibit,Heart,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 1"
TGFB3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TGFBR1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
TGFBR1,Inhibit,Liver,Liver Cirrhosis
TGFBR2,Inhibit,Brain,Brain Neoplasms
TGFBR2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TGM1,Inhibit,Liver,Liver Diseases
TGM1,Inhibit,Brain,Neurotoxicity Syndromes
TGM2,Inhibit,Brain,Brain Neoplasms
TGM3,Inhibit,Liver,"Carcinoma, Hepatocellular"
TGOLN1,Inhibit,Heart,Myocardial Ischemia
TH,Inhibit,Brain,Brain Diseases
TH,Inhibit,Liver,"Carcinoma, Hepatocellular"
TH,Inhibit,Heart,Heart Diseases
TH,Inhibit,Brain,Neuroblastoma
THAS,Inhibit,Heart,"Heart Defects, Congenital"
THBD,Inhibit,Liver,"Liver Cirrhosis, Experimental"
THBD,Inhibit,Heart,Myocardial Infarction
THBD,Inhibit,Brain,"Neuropathy, Painful"
THBS1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
THBS1,Inhibit,Liver,Hepatic Veno-Occlusive Disease
THBS1,Inhibit,Liver,Liver Cirrhosis
THEM4,Inhibit,Liver,"Carcinoma, Hepatocellular"
THPO,Inhibit,Heart,Cardiomyopathies
THPO,Inhibit,Liver,Chemical and Drug Induced Liver Injury
THY1,Inhibit,Liver,"Carcinoma, Hepatocellular"
THYN1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TIAL1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TICAM2,Inhibit,Brain,Brain Injuries
TICRR,Inhibit,Liver,"Carcinoma, Hepatocellular"
TIMD4,Inhibit,Liver,"Carcinoma, Hepatocellular"
TIMP1,Inhibit,Liver,"Cholestasis, Extrahepatic"
TIMP1,Inhibit,Heart,Heart Diseases
TIMP1,Inhibit,Heart,Heart Valve Diseases
TIMP1,Inhibit,Liver,Hepatolenticular Degeneration
TIMP1,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
TIMP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TIMP2,Inhibit,Liver,"Cholestasis, Extrahepatic"
TIMP2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TIMP2,Inhibit,Heart,Myocardial Infarction
TIMP3,Inhibit,Liver,Liver Diseases
TIMP3,Inhibit,Brain,Neurotoxicity Syndromes
TJP2,Inhibit,Liver,"Cholestasis, Intrahepatic"
TJP2,Inhibit,Liver,"CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 4"
TK1,Inhibit,Liver,"Carcinoma, Hepatocellular"
TK1,Inhibit,Liver,"Liver Neoplasms, Experimental"
TKFC,Inhibit,Liver,"Liver Cirrhosis, Experimental"
TLE4,Inhibit,Heart,Myocardial Ischemia
TLE5,Inhibit,Heart,Myocardial Ischemia
TLR1,Inhibit,Brain,Brain Injuries
TLR2,Inhibit,Brain,Brain Injuries
TLR2,Inhibit,Heart,Cardiomyopathies
TLR2,Inhibit,Heart,Cardiotoxicity
TLR2,Inhibit,Heart,Heart Failure
TLR4,Inhibit,Brain,Brain Injuries
TLR4,Inhibit,Liver,"Carcinoma, Hepatocellular"
TLR4,Inhibit,Liver,"Cholestasis, Extrahepatic"
TLR4,Inhibit,Brain,Diabetic Neuropathies
